vector,line,algo,oldage,x,y,cf00,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cf17,cf18,cf19,cf20,cf21,cf22,cf23,cf24,cf25,cf26,cf27,cf28,cf29,cf30,cf31,cf32,cf33,cf34,cf35,cf36,cf37,cf38,cf39,cf40,cf41,cf42,cf43,cf44,cf45,cf46,cf47,cf48,cf49,cf50,cf51,cf52,cf53,cf54,cf55,cf56,cf57,cf58,cf59,cf60,cf61,cf62,cf63,cf64,cf65,cf66,cf67,cf68,cf69,cf70,cf71,cf72,cf73,cf74,cf75,cf76,cf77,cf78,cf79,cf80,cf81,cf82,cf83,cf84,cf85,cf86,cf87,cf88,cf89,cf90,cf91,cf92,cf93,cf94,cf95,cf96,cf97,cf98,cf99
83,3,0.1,20,3.782301484490544,1.449304393882385,971,0,7,1,1,4,5,1,3,3,1,1124,2,0,1,1,3,9,2,5,1,2,996,4,9,0,3,13,2,0,0,1,4,987,0,6,0,1,3,4,1,0,4,0,951,0,4,0,6,12,1,1,1,6,0,865,10,0,6,7,1,2,0,0,3,7,927,0,3,1,1,2,10,5,2,2,2,997,7,7,2,3,7,4,2,6,4,1,936,4,1,0,1,3,13,1,0,6,6,966
84,4,0.2,0,-6.722777334472319,-7.464494845373227,290,109,149,252,218,420,298,247,258,128,461,479,176,251,179,265,132,400,136,359,6,4,5,10,14,3,18,15,34,9,80,65,47,101,62,68,76,6,43,41,0,0,5,0,9,5,0,2,2,1,86,325,352,274,363,59,272,298,418,402,2,0,3,4,5,1,0,0,8,6,43,66,261,73,102,55,122,47,51,23,11,87,31,45,26,16,40,13,24,40,1,0,3,0,4,0,0,0,0,0
85,4,0.2,1,-2.5527282710575903,-4.362380648280519,962,0,11,5,1,11,12,2,5,10,0,1113,8,3,0,3,4,13,7,7,1,2,942,16,5,4,5,27,10,4,2,2,13,925,0,24,2,4,23,7,0,1,7,2,909,6,9,7,9,24,4,0,0,29,1,804,23,0,22,11,6,4,8,2,13,11,899,2,11,1,0,2,14,10,1,5,2,939,7,9,4,11,22,11,9,18,2,0,867,6,1,0,7,7,43,6,0,34,13,930
86,4,0.2,2,-1.2837633402938207,-1.3485355958468082,966,0,8,3,1,4,12,1,4,7,0,1119,4,2,1,3,4,11,6,6,2,2,964,11,5,1,4,22,6,1,2,2,13,950,0,14,0,4,15,5,0,0,7,0,925,1,9,4,8,19,3,0,1,20,0,844,19,0,20,9,4,3,5,1,11,9,905,0,9,1,0,2,11,9,0,3,1,955,6,8,2,7,15,10,6,7,4,2,891,6,1,0,4,4,33,6,0,29,9,947
87,4,0.2,3,-0.05437447046106197,-0.194885369360654,967,0,6,3,2,4,9,1,4,5,0,1119,4,1,2,1,4,10,4,7,1,2,980,9,5,1,5,23,7,1,1,2,9,966,0,9,0,2,10,6,0,0,6,0,933,0,8,3,7,17,3,0,1,14,0,857,18,0,14,10,4,3,5,0,10,8,909,0,9,1,1,2,11,6,0,2,1,961,7,7,3,7,8,8,3,5,4,2,904,7,0,0,2,3,27,5,0,26,8,948
88,4,0.2,4,0.9144884631209904,0.6927863915701322,969,0,6,2,2,4,8,1,4,5,0,1121,2,1,2,1,3,10,4,8,1,2,985,7,9,0,1,20,5,0,0,2,7,974,0,9,0,2,9,6,0,0,7,0,938,0,6,2,6,17,2,1,1,10,0,859,16,0,11,7,5,2,4,0,5,8,918,0,8,1,1,2,10,6,0,2,1,972,7,7,2,5,8,7,2,5,5,2,912,4,0,0,2,3,24,4,0,19,8,954
89,4,0.2,5,1.6655405948539204,1.1691791201400568,971,0,7,2,2,5,8,1,5,4,0,1124,2,0,2,1,3,11,4,7,1,2,988,4,9,0,2,18,3,0,0,1,5,984,0,9,1,2,8,7,0,0,6,0,942,0,5,1,8,13,2,0,2,6,0,860,14,0,11,8,2,2,3,0,4,8,918,0,4,1,1,2,10,5,1,2,2,976,7,6,3,4,7,6,2,4,5,2,917,4,0,0,2,3,20,3,0,17,7,959
90,4,0.2,6,2.226529669627808,1.5014101955379324,972,0,6,2,2,5,8,1,4,4,0,1123,2,0,1,1,3,11,2,7,1,2,992,4,8,0,3,16,2,0,0,1,5,985,0,7,1,2,6,6,0,0,5,0,945,0,4,1,8,14,2,0,1,5,0,862,17,0,11,7,1,2,2,0,5,7,917,0,5,1,1,2,10,5,1,2,2,981,8,6,2,5,8,5,2,4,3,2,920,3,1,0,1,4,18,4,0,14,8,961
91,4,0.2,7,2.676519419113301,1.769823649092578,972,0,7,1,2,5,8,1,4,4,0,1122,2,0,1,1,3,11,2,7,1,2,992,4,9,0,3,15,2,0,0,1,5,985,0,7,1,1,5,6,0,0,4,0,946,0,4,1,6,13,2,0,1,6,0,862,17,0,12,7,1,3,2,0,4,7,917,0,5,1,1,2,10,5,1,2,2,984,8,6,2,5,8,5,2,4,3,3,922,2,1,0,1,4,17,4,0,12,8,963
92,4,0.2,8,3.0540996283431303,1.9683547828922776,971,0,7,1,1,5,8,1,5,3,0,1122,3,0,1,1,3,11,2,6,1,2,991,5,8,0,3,14,2,0,0,1,4,983,0,8,1,1,4,6,1,0,4,0,949,0,4,2,7,12,2,0,1,7,0,862,14,0,10,6,1,3,3,0,4,7,920,0,4,1,1,2,10,5,1,2,2,986,7,6,2,5,8,5,2,5,3,3,926,2,1,0,1,4,16,2,0,10,7,967
93,4,0.2,9,3.3709691861271356,2.1067102313073347,971,0,7,1,1,4,8,1,5,3,0,1123,2,0,1,1,3,11,2,6,1,3,995,5,8,0,3,14,1,0,0,1,4,983,0,8,1,1,3,5,1,0,3,0,950,0,4,1,7,9,1,0,1,7,0,863,14,0,7,7,1,3,1,0,3,7,920,0,3,1,1,2,10,5,1,2,2,989,7,6,3,3,8,5,1,5,3,4,930,2,1,0,1,4,17,2,0,7,9,970
94,4,0.2,10,3.636731139376663,2.2009598558918353,971,0,7,1,1,4,8,1,5,3,0,1122,2,0,1,1,3,9,2,6,1,3,997,6,6,0,2,14,1,0,0,1,3,981,0,7,1,1,3,4,1,0,2,0,951,0,4,1,7,8,1,0,1,8,0,864,14,1,7,7,2,4,1,0,4,7,921,0,4,1,1,2,11,5,1,2,2,990,7,6,2,3,7,5,1,5,3,3,929,2,1,0,1,4,17,2,0,8,9,972
95,4,0.2,11,3.8580674549426024,2.2748048412383444,971,0,7,0,1,4,8,2,5,3,0,1123,2,0,0,1,3,8,2,6,1,3,997,6,6,0,2,13,1,0,0,1,3,983,0,8,1,1,3,4,1,0,2,0,952,0,4,1,8,8,1,0,1,8,0,862,14,1,7,7,2,3,1,0,4,7,921,0,3,1,1,2,11,5,1,2,2,992,6,7,2,3,7,4,2,6,3,2,930,2,1,0,1,4,16,2,0,8,9,971
96,4,0.2,12,4.046542583615163,2.337589567992587,972,0,7,0,1,4,5,2,5,3,0,1123,2,0,0,1,3,9,2,5,1,3,998,5,6,0,3,12,1,0,0,1,3,984,0,6,1,2,2,4,2,0,3,0,953,0,4,1,7,8,1,0,0,7,0,864,13,1,7,7,1,3,0,0,4,7,923,0,3,1,1,2,10,5,1,2,2,990,6,4,1,3,8,5,2,6,4,2,932,2,1,0,1,4,15,2,0,9,9,975
97,4,0.2,13,4.2074692944315295,2.4032545543726873,971,0,8,0,1,4,6,2,5,3,0,1123,2,1,1,1,3,9,2,5,1,3,997,4,6,0,3,13,1,0,0,1,3,985,0,6,1,2,3,4,2,0,3,0,952,0,4,1,7,7,1,0,0,7,0,864,12,1,6,6,1,3,0,0,4,7,923,0,3,1,1,2,10,4,1,2,2,989,6,4,2,3,8,5,2,6,4,3,933,2,1,0,1,4,15,2,0,8,8,977
98,4,0.2,14,4.389999741822224,2.4126007873183424,971,0,8,0,1,4,5,2,5,3,1,1122,2,1,0,1,3,8,2,5,1,3,1000,4,9,0,2,13,1,0,0,1,2,985,0,5,1,2,3,4,2,0,3,0,951,1,4,1,7,7,1,0,0,7,0,866,13,1,6,6,1,4,0,0,1,6,924,0,3,1,1,2,9,4,1,2,2,990,6,3,1,3,7,5,2,6,4,3,932,2,1,0,1,4,17,1,0,8,9,978
99,4,0.2,15,4.4489804667491635,2.568847735022866,971,0,8,0,1,4,5,2,6,3,1,1123,2,1,0,1,3,8,2,5,1,3,1000,4,8,0,2,13,1,0,0,1,2,985,0,6,1,2,4,5,2,0,3,0,952,1,4,1,7,7,1,0,0,7,0,868,13,0,6,6,1,4,0,0,2,4,924,0,2,1,0,1,8,4,1,2,2,990,5,3,1,3,8,5,2,5,4,3,932,2,2,0,1,4,16,1,0,9,9,977
100,4,0.2,16,4.588270747204695,2.6055878256848546,972,0,8,0,1,4,5,2,6,3,1,1123,1,1,0,1,3,7,1,5,1,3,998,5,8,0,2,14,0,0,0,1,3,983,0,6,1,2,5,4,2,0,3,0,954,1,5,1,7,8,1,0,0,8,0,868,13,0,6,6,1,4,1,0,2,4,923,0,2,1,0,1,9,4,0,2,2,990,5,2,0,3,8,5,2,5,4,3,933,2,2,0,1,4,15,1,0,9,9,978
101,4,0.2,17,4.691110925431278,2.668674572340296,972,0,8,1,1,4,5,2,6,3,1,1122,2,1,0,1,3,7,1,5,2,3,997,3,8,0,2,13,0,0,0,1,3,983,0,7,1,2,5,3,2,0,3,0,953,1,4,1,6,8,1,0,0,8,0,867,13,0,6,6,1,4,1,0,2,4,924,0,2,1,0,2,10,4,0,2,2,991,5,2,0,3,7,6,3,5,4,3,933,2,1,0,1,4,15,1,0,9,10,979
102,4,0.2,18,4.771989280347975,2.7260526674305297,972,0,9,1,1,4,5,2,5,3,1,1123,2,1,0,1,3,7,1,5,1,3,996,4,8,0,2,13,0,0,1,1,3,983,0,7,1,2,5,3,2,0,3,0,955,1,4,1,5,8,1,1,0,8,0,867,14,0,7,5,1,4,1,0,1,4,924,0,2,1,0,1,10,4,0,2,2,992,5,2,0,2,7,5,2,5,3,3,935,2,1,0,1,4,15,1,0,8,9,980
103,4,0.2,19,4.839831841571012,2.7709600438531647,972,0,9,1,0,4,5,2,5,3,1,1124,3,1,0,1,4,7,1,5,1,2,995,4,8,0,2,12,0,0,1,1,3,983,0,7,1,2,5,3,2,0,3,0,955,1,4,1,5,7,1,1,0,8,0,867,13,0,7,6,1,4,1,0,1,4,924,0,2,1,0,1,10,3,0,2,2,991,5,2,0,2,7,6,2,5,3,3,935,2,1,0,1,4,16,1,0,10,9,980
104,4,0.2,20,4.8930374934149965,2.805889290847785,972,0,8,1,0,4,5,2,5,3,1,1124,3,1,0,1,4,7,1,6,1,2,995,5,8,0,2,12,0,0,1,1,3,981,0,7,1,2,5,3,2,0,3,0,954,1,4,1,6,7,1,1,0,9,0,866,13,0,7,6,1,4,1,0,1,4,924,0,2,1,0,1,10,3,0,2,2,991,5,2,0,2,7,6,3,6,3,3,934,2,1,0,2,4,16,1,0,10,9,979
105,5,0.5,0,-6.554940934643507,-7.625457003006079,290,109,149,252,218,420,298,247,258,128,461,479,176,251,179,265,132,400,136,359,6,4,5,10,14,3,18,15,34,9,80,65,47,101,62,68,76,6,43,41,0,0,5,0,9,5,0,2,2,1,86,325,352,274,363,59,272,298,418,402,2,0,3,4,5,1,0,0,8,6,43,66,261,73,102,55,122,47,51,23,11,87,31,45,26,16,40,13,24,40,1,0,3,0,4,0,0,0,0,0
106,5,0.5,1,-1.0801798281272965,-0.3537869898379747,968,0,7,4,1,7,10,2,6,8,0,1119,7,1,1,2,4,14,10,7,2,2,973,11,5,1,2,25,6,0,1,2,13,940,0,12,0,4,16,7,0,0,5,2,915,1,7,2,11,17,4,2,0,25,1,842,27,1,20,3,2,3,6,2,13,9,904,0,9,1,0,1,7,6,0,3,1,941,4,4,2,6,10,9,4,7,3,3,883,8,1,0,4,10,42,8,0,36,9,954
107,5,0.5,2,1.4447305308276577,2.3864112486589013,969,0,6,2,2,4,10,1,5,4,0,1122,4,1,1,1,4,12,6,6,2,3,986,7,8,0,1,25,5,0,0,1,7,967,0,8,0,2,9,7,1,0,7,0,928,0,5,3,8,8,3,1,1,13,0,854,24,1,11,3,3,3,4,1,8,7,908,0,7,1,0,1,7,4,0,2,0,947,3,3,1,4,8,6,2,8,5,1,903,3,1,0,2,9,33,8,1,36,17,974
108,5,0.5,3,2.566236705608718,3.234826781896259,972,0,6,2,3,4,8,1,4,4,0,1121,3,1,1,1,3,11,6,5,0,3,996,4,9,0,1,20,4,0,0,1,6,975,0,10,0,1,5,7,1,0,3,0,936,0,4,1,7,7,2,1,1,9,0,853,24,1,13,2,2,4,3,0,5,6,913,0,4,1,0,1,7,5,0,2,0,964,4,1,1,4,6,5,2,10,5,3,912,2,2,0,1,9,26,6,0,26,15,980
109,5,0.5,4,3.306015664718942,3.806990888507108,972,0,5,2,3,4,7,2,4,4,0,1121,2,4,1,1,3,9,4,5,1,3,999,2,5,0,1,19,1,1,0,1,5,975,0,10,0,1,4,7,1,0,3,0,942,0,5,1,7,6,2,1,1,8,0,854,24,1,14,1,2,4,3,0,5,4,912,0,4,1,0,1,6,5,0,2,1,969,4,2,1,4,7,5,1,11,5,3,919,1,1,0,1,9,25,6,0,23,13,981
110,5,0.5,5,3.7454104592176383,4.185981802228092,973,0,5,1,3,4,7,2,4,4,0,1122,2,3,0,1,3,9,2,5,1,3,1001,3,5,1,1,16,1,1,0,1,5,976,0,11,0,1,5,6,1,0,3,0,946,0,4,3,6,6,2,1,0,9,0,849,27,1,12,2,1,4,2,0,4,5,911,0,3,1,0,1,7,5,0,2,1,973,3,3,1,3,6,6,0,13,4,3,925,2,1,0,1,7,24,6,0,20,13,979
111,5,0.5,6,4.034291693017409,4.475841588843827,971,0,3,1,3,4,8,2,4,3,1,1122,2,3,0,0,3,9,2,5,1,4,1002,3,6,1,1,16,1,1,0,1,6,975,0,11,0,1,5,6,1,0,3,0,945,0,3,3,5,6,3,0,0,9,0,849,27,1,12,2,1,3,2,0,3,5,911,0,3,1,0,1,7,4,1,2,1,972,3,3,1,3,6,6,0,14,4,2,926,1,1,1,1,9,24,6,0,22,13,981
112,5,0.5,7,4.242245348230902,4.713992110790703,971,0,4,1,3,4,7,2,4,3,1,1123,2,3,0,0,3,8,1,4,1,4,1001,3,7,1,2,16,1,1,0,1,6,976,0,11,0,1,4,4,1,0,3,0,946,0,5,3,4,6,2,0,1,8,0,850,26,1,11,2,2,3,2,0,2,4,911,0,3,1,1,0,7,4,1,2,1,972,3,2,0,3,6,7,0,15,3,3,931,1,1,1,0,8,23,5,0,22,12,985
113,5,0.5,8,4.406602571757388,4.914762008025449,971,0,5,1,4,4,7,2,4,3,1,1123,2,4,0,0,3,7,1,3,1,4,1000,3,7,1,2,14,1,0,0,1,5,976,0,11,0,1,4,5,1,0,3,0,946,0,5,3,4,8,2,0,1,8,0,850,26,1,11,3,2,3,1,0,2,4,912,0,3,1,1,0,7,4,1,2,1,976,2,2,0,3,7,8,0,15,2,3,932,2,1,1,1,6,22,5,0,21,12,982
114,5,0.5,9,4.5417223165378235,5.088697408348189,971,0,4,1,4,4,8,2,4,3,1,1123,1,3,0,0,3,6,1,3,1,4,1002,2,6,1,2,15,0,0,0,1,4,978,0,9,0,1,6,5,1,0,3,0,947,0,5,2,4,8,2,0,1,8,0,855,28,1,11,3,2,3,1,0,2,3,910,0,3,1,1,0,7,5,1,2,1,977,2,2,0,3,7,5,0,13,1,3,931,2,1,1,2,8,22,5,0,21,12,982
115,5,0.5,10,4.655667883687037,5.236581422244669,970,1,5,1,3,4,8,2,4,3,1,1123,1,2,0,0,3,5,1,3,1,4,1002,2,6,0,3,15,2,0,0,2,3,979,0,9,0,1,6,4,1,0,3,0,949,0,5,2,3,7,2,0,1,8,0,857,27,1,11,3,3,3,1,0,2,3,910,0,2,1,1,0,7,5,1,2,1,980,2,2,0,2,7,6,0,13,1,2,931,2,1,0,2,7,21,4,0,20,12,984
116,5,0.5,11,4.754451277421665,5.368741872397435,969,1,5,1,2,5,7,2,3,3,1,1123,1,3,0,0,3,6,1,3,1,4,1002,4,5,0,3,14,1,0,0,2,3,980,0,7,0,1,7,3,2,0,3,0,950,0,4,2,3,8,3,0,1,7,0,861,30,2,11,3,2,3,1,0,3,3,909,0,2,1,1,0,8,3,1,2,1,974,2,2,0,2,6,6,0,10,1,1,932,3,1,0,2,6,21,4,0,26,12,983
117,5,0.5,12,4.845020803230385,5.4878884852818315,970,2,5,2,2,5,8,2,4,2,1,1123,2,2,0,0,3,6,0,3,1,4,1000,3,5,1,3,14,1,0,0,2,3,979,0,7,0,1,8,3,2,0,3,0,950,0,5,1,3,7,2,0,1,7,0,861,28,1,10,3,2,3,1,0,3,3,909,0,2,1,1,0,9,4,1,1,1,975,2,2,0,1,6,7,0,10,1,1,930,3,1,0,2,6,21,4,0,27,14,985
118,5,0.5,13,4.926295123527158,5.595465926619032,970,2,5,2,2,4,8,2,3,2,1,1123,3,1,0,0,4,6,1,2,1,3,998,4,4,0,3,12,1,0,0,2,3,979,0,7,0,1,8,2,1,0,3,0,953,1,4,1,2,8,2,1,1,8,0,863,28,2,12,3,3,3,1,0,3,2,908,0,2,1,1,0,9,3,0,2,1,978,2,2,0,1,7,7,0,9,2,1,930,3,1,0,2,6,20,4,0,25,13,986
119,5,0.5,14,5.006404741533744,5.697041908490043,969,2,5,2,2,4,8,2,3,2,1,1122,3,1,0,0,3,6,1,2,1,3,998,4,4,0,3,11,1,0,0,2,3,978,0,8,0,1,8,2,1,0,3,0,954,1,4,1,3,8,3,1,1,9,0,863,27,2,9,3,3,3,1,0,3,2,910,0,2,1,1,0,9,3,0,2,1,980,2,2,0,2,7,7,0,8,2,1,932,3,1,0,2,6,19,4,0,24,13,986
120,5,0.5,15,5.073577515133319,5.783405754663804,970,2,5,2,2,4,8,2,3,2,1,1123,3,1,1,0,3,6,1,2,1,2,998,4,3,1,3,12,2,0,0,2,3,981,0,8,0,1,8,2,1,0,3,0,954,1,4,1,3,8,2,1,1,8,0,862,25,2,8,3,3,3,1,0,3,2,912,0,2,1,1,0,9,2,0,1,1,980,3,2,0,2,7,6,0,9,2,1,931,3,1,0,2,6,19,4,0,23,13,986
121,5,0.5,16,5.136831578288099,5.872019980685416,970,1,5,3,2,4,8,2,4,2,1,1123,3,1,1,0,3,6,1,2,1,2,999,4,3,1,3,12,2,0,0,2,3,981,0,9,0,1,8,2,2,1,3,0,955,1,5,1,4,9,2,1,1,9,0,858,25,2,8,3,3,3,1,0,3,2,912,0,2,1,0,0,8,1,0,2,1,980,2,2,0,2,7,5,0,10,1,1,929,2,1,0,2,6,18,5,0,23,14,986
122,5,0.5,17,5.185970603673373,5.941417791992377,970,1,5,3,2,4,7,2,3,1,1,1123,3,1,1,0,4,5,1,2,1,2,997,4,3,0,3,13,2,0,0,2,3,980,0,10,0,2,8,2,2,1,3,0,954,1,4,1,4,9,2,1,1,9,0,862,26,2,9,3,3,3,2,0,3,2,912,0,2,1,0,0,8,2,0,0,1,975,3,3,0,2,8,5,0,8,1,1,929,2,1,0,2,6,19,5,0,27,13,986
