vector,line,age,x,y,cf00,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cf17,cf18,cf19,cf20,cf21,cf22,cf23,cf24,cf25,cf26,cf27,cf28,cf29,cf30,cf31,cf32,cf33,cf34,cf35,cf36,cf37,cf38,cf39,cf40,cf41,cf42,cf43,cf44,cf45,cf46,cf47,cf48,cf49,cf50,cf51,cf52,cf53,cf54,cf55,cf56,cf57,cf58,cf59,cf60,cf61,cf62,cf63,cf64,cf65,cf66,cf67,cf68,cf69,cf70,cf71,cf72,cf73,cf74,cf75,cf76,cf77,cf78,cf79,cf80,cf81,cf82,cf83,cf84,cf85,cf86,cf87,cf88,cf89,cf90,cf91,cf92,cf93,cf94,cf95,cf96,cf97,cf98,cf99
83,3,20,-12.877449961295188,-5.682103602011057,972,0,4,0,2,4,4,2,4,2,1,1121,5,1,0,0,3,4,1,3,0,4,997,3,3,1,0,12,6,1,1,2,6,979,0,9,1,3,6,3,1,0,5,0,951,1,7,1,1,9,1,2,1,12,0,866,14,1,8,5,1,2,3,0,5,4,926,1,3,1,0,1,3,6,3,1,2,988,4,5,2,3,6,4,1,6,1,2,935,4,1,0,2,5,17,0,0,14,6,976
84,4,0,-2.4121866262684537,-2.544868559003067,42,41,159,113,31,29,2,43,93,44,246,83,199,88,231,168,213,253,186,177,72,277,69,51,69,28,61,74,51,45,86,17,43,54,2,14,2,67,18,20,8,2,2,1,4,1,3,2,3,8,23,2,10,8,4,3,36,4,5,7,98,3,54,79,13,65,28,42,55,48,281,481,295,361,416,426,565,332,291,479,8,6,17,59,14,10,1,29,11,2,116,223,184,196,198,148,47,182,261,179
85,4,1,-0.8871257419382101,-6.1273741269678625,961,0,13,4,2,9,11,1,5,10,0,1109,4,0,3,2,3,15,6,5,1,2,932,12,4,5,3,24,5,4,0,4,13,923,2,23,1,5,25,6,0,1,10,2,911,8,10,6,14,23,5,2,0,31,1,814,22,2,27,7,7,2,13,1,12,9,903,0,9,0,2,2,13,9,3,1,1,939,5,16,4,13,26,19,8,15,4,1,870,10,0,0,8,9,36,6,0,35,8,928
86,4,2,-0.7431487676176214,-6.402299413801863,966,0,10,4,2,5,10,1,5,7,0,1115,3,0,0,1,3,11,5,5,2,2,963,13,5,2,3,24,4,3,0,3,12,941,0,19,1,5,17,8,0,0,6,2,928,3,7,6,9,14,6,2,0,26,0,837,18,2,21,6,2,3,10,0,10,9,911,0,7,1,1,2,10,7,2,1,1,945,5,10,3,8,16,11,6,8,4,2,893,10,0,0,2,6,29,7,0,32,8,945
87,4,3,-0.639407517905534,-6.633354627616662,964,0,8,3,2,4,9,1,5,6,0,1115,4,0,0,1,3,8,4,4,2,3,972,11,5,2,4,22,4,1,0,3,8,953,0,9,1,4,12,9,0,0,5,1,937,1,8,8,8,16,5,2,0,23,0,854,12,1,19,5,5,3,10,0,10,8,917,0,7,1,1,2,10,8,1,1,0,956,6,7,3,7,14,9,5,7,4,2,904,8,0,0,1,2,22,5,0,26,5,952
88,4,4,-0.5512111054555183,-6.840582383302775,965,0,8,3,2,4,9,1,5,4,0,1116,4,0,0,1,4,8,3,4,1,3,983,11,5,1,3,20,4,0,0,2,5,958,0,6,0,3,10,8,0,0,5,1,942,1,9,7,7,13,5,2,0,18,1,862,13,1,18,5,5,3,9,0,8,6,916,0,5,1,1,2,9,7,2,1,0,961,5,5,3,7,9,10,4,6,4,2,910,6,0,0,0,2,18,4,0,25,7,963
89,4,5,-0.4842952152303122,-7.010659646207287,968,0,8,3,2,5,8,1,5,3,0,1118,4,0,0,1,4,8,3,4,1,2,987,7,4,1,2,15,4,0,0,2,4,968,0,6,0,2,10,8,0,0,4,1,947,0,8,7,7,13,5,2,0,16,1,864,11,1,16,4,2,4,8,0,7,6,921,0,5,1,1,2,9,6,2,1,0,967,5,5,3,5,8,6,4,6,4,3,914,6,0,0,0,3,15,2,0,24,5,965
90,4,6,-0.4063195734402027,-7.197861500424302,969,0,7,2,2,5,6,1,3,3,0,1119,3,0,0,1,4,7,2,4,1,2,991,7,4,1,2,17,4,0,0,2,4,974,0,7,0,3,8,8,0,0,5,1,950,0,8,6,7,13,5,2,0,13,1,865,12,1,16,3,1,4,6,0,7,5,921,0,5,1,1,1,8,5,2,0,0,972,5,5,3,5,8,3,3,6,4,2,919,7,0,0,0,5,13,2,1,19,5,965
91,4,7,-0.3298771983816146,-7.344456033857426,969,0,7,2,2,5,5,1,3,3,0,1120,3,0,0,1,4,8,2,4,1,2,993,7,4,1,2,17,4,0,0,2,3,976,0,7,0,3,8,7,0,0,4,1,954,0,7,6,6,11,5,2,0,12,1,866,12,0,16,4,2,3,6,0,6,5,923,0,5,1,1,1,8,5,2,0,0,974,5,5,2,5,8,3,3,5,4,2,921,5,0,0,0,4,10,2,1,17,4,969
92,4,8,-0.2896271611157697,-7.456683591845922,968,0,7,2,2,4,5,1,3,3,1,1121,3,0,0,1,4,8,2,3,1,2,994,7,4,1,1,16,4,0,0,2,3,974,0,8,0,4,5,6,0,0,4,0,955,0,6,6,5,10,5,2,0,13,1,867,13,0,15,5,2,3,5,0,6,5,924,0,4,1,1,1,8,6,2,0,0,975,5,4,2,4,8,5,3,4,4,1,927,4,0,0,0,3,9,2,1,17,4,973
93,4,9,-0.4482623588523326,-7.664000876197015,969,0,7,2,2,4,6,1,3,3,1,1122,3,0,0,1,4,9,1,3,0,1,993,7,4,1,2,17,5,0,0,3,3,976,0,8,0,4,5,6,0,0,4,0,956,0,5,6,4,10,5,2,0,11,1,868,12,0,14,5,2,3,5,0,6,4,923,0,4,1,1,1,7,6,2,0,0,976,6,4,2,3,10,5,3,4,5,1,928,6,0,0,0,3,8,2,1,14,4,971
94,4,10,-0.1489325621976825,-7.652906405420364,970,0,7,2,2,4,6,1,4,3,1,1122,3,0,1,1,4,9,1,3,0,1,996,7,4,1,2,17,4,0,0,3,3,973,0,9,0,4,4,6,0,0,3,0,956,0,5,7,4,10,4,2,0,14,1,868,12,0,13,5,1,3,5,0,6,3,923,0,4,1,1,1,6,5,1,1,0,976,6,4,3,3,9,5,3,4,5,1,931,5,0,0,0,4,8,1,1,13,3,972
95,4,11,-0.3418420465813832,-7.885192257261603,970,0,7,1,2,4,6,1,5,3,1,1122,4,0,1,1,4,9,1,3,0,1,998,7,3,1,2,17,4,0,0,3,2,975,0,8,0,4,4,6,0,0,3,1,960,0,4,7,4,11,4,1,0,12,0,870,13,0,13,5,1,4,5,0,5,3,923,0,4,1,1,1,6,5,0,1,0,977,6,4,3,3,7,5,3,4,5,1,929,5,0,0,0,4,8,0,1,12,4,971
96,4,12,-0.2921731828173228,-7.883634774177347,970,0,7,1,3,4,6,1,5,3,1,1120,4,0,1,1,4,9,1,3,0,2,999,6,3,1,2,17,3,0,0,3,2,979,0,10,0,4,6,6,0,0,3,1,959,0,4,7,3,11,4,1,0,10,0,867,11,1,12,5,1,4,5,0,5,3,926,0,4,1,1,1,5,3,0,1,0,976,6,3,3,4,7,5,3,4,4,2,930,5,0,0,0,5,8,1,1,11,4,972
97,4,13,-0.2704763878545044,-7.958799940942846,971,0,7,1,3,4,6,1,5,3,1,1120,4,0,1,1,4,8,1,3,0,2,1001,5,3,1,2,17,2,0,0,3,2,980,0,10,0,4,6,5,0,0,3,1,958,0,4,7,3,11,4,1,0,10,0,867,12,1,11,5,1,4,3,0,4,2,926,0,4,1,1,1,5,3,0,1,0,977,6,3,2,4,7,5,3,4,3,2,933,6,0,0,0,5,10,2,1,11,3,972
98,4,14,0.060069925435206006,-7.859127695755622,971,0,8,1,3,4,6,1,5,3,1,1120,3,0,1,1,4,8,1,3,0,2,1000,5,3,1,2,17,2,0,0,3,2,980,0,10,0,3,6,5,0,0,3,1,960,0,5,6,3,9,4,1,0,10,0,866,12,1,13,5,1,4,4,0,4,2,925,0,4,1,1,1,5,3,0,1,0,978,6,4,2,4,7,5,3,5,3,3,931,5,0,0,0,5,8,2,1,11,3,974
99,4,15,0.08120089192776067,-7.917905009079156,971,0,7,1,3,4,6,1,5,3,1,1121,2,0,1,1,4,7,2,3,0,1,1002,5,3,1,1,17,3,0,0,3,2,980,0,10,0,3,5,4,0,0,3,1,961,0,5,6,3,11,4,1,0,10,0,866,12,1,14,5,1,4,4,0,4,2,926,0,4,1,1,1,5,3,0,1,0,979,5,4,2,4,7,5,3,5,3,3,930,7,0,0,0,5,7,2,1,11,3,971
100,4,16,0.035238951683326136,-8.027327241803745,972,0,7,1,3,4,6,1,5,3,1,1121,2,0,1,1,4,6,2,3,0,1,1002,5,4,1,1,17,3,0,0,3,2,978,0,10,0,3,6,4,0,0,3,1,961,0,5,6,3,10,3,1,0,12,0,866,10,1,14,6,1,4,4,0,3,2,927,0,2,1,1,1,5,3,0,1,0,979,5,4,2,4,7,5,3,5,4,3,931,6,0,0,0,5,7,2,1,12,3,972
101,4,17,-0.039194845408760205,-8.125724767808524,972,0,7,1,3,4,6,1,5,3,1,1121,3,0,1,1,4,6,2,3,0,1,1002,5,4,1,1,16,3,0,0,3,2,979,0,10,0,3,6,4,0,0,3,1,960,0,5,7,3,9,3,1,0,12,0,866,11,1,15,5,1,4,4,0,3,2,927,0,1,1,1,1,4,3,0,1,0,981,5,4,2,4,7,4,3,5,3,3,931,6,0,0,0,5,8,2,1,10,3,974
102,4,18,-0.04748605027671229,-8.1690221166925,972,0,7,1,3,4,6,1,5,3,1,1122,2,0,1,1,4,6,2,3,0,1,1004,5,4,2,1,14,3,0,0,3,1,979,0,10,0,3,6,4,0,0,2,1,960,0,5,7,3,9,3,1,0,13,0,865,11,1,15,5,1,3,5,0,3,2,927,0,1,2,1,1,4,3,0,1,0,983,5,4,2,4,7,3,1,5,3,4,931,6,0,0,0,5,10,2,1,9,3,973
103,4,19,-0.022105171899296158,-8.201330316947244,972,0,7,2,3,4,6,1,5,3,1,1122,3,0,1,1,4,6,2,3,0,1,1003,5,4,1,1,14,3,0,0,3,1,978,0,10,0,2,7,4,0,0,2,1,961,0,5,6,3,9,3,1,0,12,0,864,11,1,14,3,1,3,5,0,3,2,927,0,1,2,1,1,4,3,0,2,0,984,5,4,2,4,7,3,1,5,3,4,930,5,0,0,0,6,9,3,1,10,4,976
104,4,20,0.0038704056902332785,-8.225535727261786,971,0,7,2,3,4,6,1,5,3,1,1122,3,0,1,1,4,5,2,3,0,1,1003,5,4,1,1,13,3,0,0,3,1,978,0,10,0,2,8,4,0,0,2,1,958,1,5,7,3,11,3,1,0,12,0,864,11,1,12,3,1,3,5,0,3,2,927,0,1,2,1,1,4,3,0,2,0,985,5,4,3,4,7,2,1,4,3,4,931,6,0,0,0,7,12,3,1,10,4,973
105,5,0,-3.3370542081256254,-1.5995526402758589,4,0,9,1,5,1,23,1,8,0,26,2,28,9,32,5,21,41,7,6,6,18,29,40,17,29,2,18,40,22,279,412,411,245,265,176,252,228,148,291,49,84,46,81,85,121,30,64,73,64,315,112,262,550,229,424,162,523,235,294,9,172,7,14,37,11,16,12,38,21,153,75,172,44,211,88,109,63,234,233,138,248,67,23,98,36,342,78,190,75,1,12,1,3,3,1,1,0,1,3
106,5,1,10.22543528527926,6.443252963995249,959,0,10,5,2,8,13,0,5,8,0,1112,7,1,3,4,4,12,8,7,0,2,926,8,3,2,2,26,6,4,1,4,15,931,0,22,0,4,25,8,1,1,10,3,913,4,13,6,8,17,3,1,0,24,1,816,23,2,16,7,8,2,14,1,10,13,896,0,12,1,1,2,16,9,2,3,2,938,6,9,5,11,25,16,7,14,5,1,875,12,2,0,9,12,41,6,0,39,13,936
107,5,2,10.491931737542126,6.647461386170568,965,0,8,2,2,7,8,2,5,9,0,1114,6,0,2,1,3,8,5,8,0,2,954,5,5,0,2,19,4,1,0,3,12,954,0,19,0,5,13,9,0,1,7,2,925,2,14,4,6,14,4,0,0,16,1,835,22,2,15,7,6,4,11,0,11,7,902,0,10,1,1,2,13,8,2,3,2,957,6,5,3,9,17,13,6,12,5,2,903,10,1,0,4,10,28,6,0,29,7,945
108,5,3,10.709995385374697,6.826068377541893,966,0,8,1,2,6,8,2,5,7,0,1117,8,0,1,1,3,8,4,7,1,2,968,6,5,1,2,19,3,0,0,2,8,960,0,17,0,3,10,8,0,1,7,1,935,0,9,4,6,15,0,0,0,17,0,839,18,2,11,7,8,4,9,0,9,7,911,1,8,1,1,2,10,5,1,4,1,965,5,4,3,7,12,10,5,12,5,2,918,9,1,0,2,10,24,5,1,22,4,951
109,5,4,10.863181087600847,6.968542283924678,966,0,7,1,2,5,9,2,6,6,0,1117,6,0,1,1,3,8,5,6,1,2,981,6,5,1,2,20,2,0,0,3,5,963,0,17,0,2,8,8,1,1,6,1,943,0,5,1,5,14,0,0,0,15,0,843,15,2,11,7,8,5,8,0,8,8,918,1,6,1,1,1,10,5,2,3,0,972,5,3,2,6,8,10,5,9,5,2,922,8,1,0,1,9,16,5,1,18,4,956
110,5,5,10.983484924640948,7.090561634190354,968,0,9,1,2,3,9,2,6,6,0,1117,5,0,1,1,3,8,1,5,1,2,983,5,5,0,1,17,2,0,0,3,6,971,0,16,0,1,7,7,0,1,5,1,950,1,5,0,6,13,1,0,0,11,0,849,14,2,10,8,6,5,6,0,6,8,921,1,6,1,0,1,9,6,2,2,0,983,4,3,3,6,8,8,5,8,5,3,927,5,1,0,1,7,11,4,0,11,5,961
111,5,6,11.08939597383544,7.186366764599642,968,0,9,0,2,2,9,2,6,5,0,1119,6,0,1,1,3,8,1,5,1,2,984,5,4,0,1,16,2,0,0,3,7,974,0,14,0,1,7,7,1,1,4,1,951,2,5,1,5,13,1,0,0,12,0,853,14,2,11,6,5,4,6,0,6,6,921,1,5,1,0,1,7,5,3,2,0,983,4,2,3,5,9,6,5,8,5,4,929,7,1,0,0,7,10,4,0,10,4,963
112,5,7,11.176206848295386,7.266374602157418,969,0,9,0,2,2,8,2,6,5,0,1121,6,0,0,1,3,7,1,5,1,2,987,5,4,0,1,16,2,0,0,3,5,976,0,14,0,1,6,7,1,1,3,1,951,2,4,1,4,12,1,0,0,10,0,854,14,2,10,5,4,4,5,0,6,5,923,1,5,1,0,1,6,5,5,2,0,985,4,1,3,3,10,7,4,8,5,4,932,6,1,0,1,6,10,4,0,9,4,967
113,5,8,11.326140190582278,7.334693092830256,969,0,9,0,3,3,8,3,5,5,0,1121,5,0,0,1,3,7,1,5,1,2,987,4,4,0,1,12,2,0,0,4,6,977,0,15,0,0,6,7,1,0,3,1,953,2,4,1,3,13,2,0,0,11,0,853,12,2,10,4,4,4,5,0,4,5,926,1,4,1,0,1,6,6,5,2,0,989,4,1,1,3,10,6,2,7,4,4,935,5,2,0,1,5,11,4,0,9,4,968
114,5,9,11.39589186181847,7.39737292772024,969,0,9,0,2,3,8,3,5,5,0,1120,4,0,0,1,3,5,1,5,1,2,985,4,4,0,1,12,2,0,0,4,7,978,0,13,0,0,7,6,1,0,3,1,954,2,4,1,3,12,2,0,0,11,0,858,12,2,9,3,4,5,6,0,5,6,926,1,5,1,0,1,7,5,5,2,0,990,4,1,1,3,10,6,2,5,4,5,934,6,2,0,1,5,10,2,0,9,4,970
115,5,10,11.462668778982561,7.4538189504396835,969,0,9,0,2,3,9,3,4,5,0,1119,4,0,0,2,3,5,1,5,1,2,987,3,4,0,1,11,2,0,0,4,5,978,0,12,0,0,7,5,1,0,3,1,955,2,4,1,3,12,2,0,0,11,0,858,11,2,9,3,4,5,6,0,5,6,926,1,4,1,0,2,7,5,5,2,0,991,4,1,1,3,10,5,2,5,4,5,936,6,2,0,1,7,9,2,0,9,4,971
116,5,11,11.308182639324635,7.730880382190282,970,0,9,0,1,3,9,3,4,5,0,1119,4,0,0,2,3,5,1,5,1,2,987,4,4,0,2,12,2,0,0,4,5,977,0,12,0,0,8,5,1,0,3,0,954,2,3,0,3,12,2,0,0,11,0,858,11,2,8,3,3,5,6,0,6,6,927,1,4,1,0,2,8,5,5,3,0,990,4,1,1,3,10,6,2,4,3,4,936,6,2,0,0,7,10,2,0,11,4,971
117,5,12,11.352823091288851,7.782616012203021,970,0,8,0,2,3,9,3,5,3,0,1119,4,0,0,2,3,5,1,5,1,2,988,3,5,0,2,12,2,0,0,4,5,977,0,13,0,0,8,5,1,0,3,0,954,2,3,0,3,12,2,0,0,11,0,857,10,1,7,3,3,5,6,1,5,6,928,1,4,1,0,2,8,5,5,3,0,991,5,3,1,3,10,6,2,4,3,5,937,6,2,0,0,7,9,2,0,10,2,971
118,5,13,11.710322412440664,7.6389292027117826,971,0,8,0,2,3,9,3,4,3,0,1120,4,0,0,2,3,3,1,5,1,2,989,3,5,0,2,13,2,0,0,4,5,979,0,13,1,0,8,5,1,0,3,0,954,2,3,0,2,11,2,0,0,10,0,857,8,1,7,3,2,5,6,1,5,6,929,1,4,1,0,1,8,4,5,3,0,993,5,3,1,3,9,6,2,4,3,4,939,8,2,0,0,7,9,2,0,10,2,970
119,5,14,11.72908856823635,7.712408508709782,971,0,7,0,2,3,9,3,4,3,0,1120,3,0,0,2,3,3,1,4,1,2,993,2,5,0,2,13,3,0,0,4,5,981,0,13,1,0,8,5,1,0,3,0,954,2,3,0,1,11,2,0,0,9,0,858,8,1,7,4,2,5,5,1,5,6,929,0,4,1,0,1,7,4,6,2,0,994,5,3,1,3,8,6,2,4,3,4,939,7,2,0,1,7,8,2,0,10,2,971
120,5,15,11.727282524452608,7.795607122986611,972,0,8,0,1,3,9,3,4,3,0,1120,4,0,0,2,3,4,1,4,1,2,991,2,5,0,2,12,3,0,0,4,5,980,0,13,1,0,8,5,1,0,3,0,955,2,3,0,3,11,1,0,0,9,0,859,8,1,7,4,2,5,5,1,5,6,929,0,5,1,0,1,7,4,6,2,0,994,5,3,1,3,8,7,2,3,3,4,937,7,2,0,1,7,8,2,0,10,1,971
121,5,16,11.547729018136122,7.959208471389354,970,0,8,0,2,3,9,3,4,3,0,1121,4,0,0,2,3,4,1,4,2,2,991,2,5,0,2,12,3,0,0,3,5,980,0,13,1,0,8,5,1,0,3,1,954,2,3,0,3,11,2,0,0,8,0,861,9,1,7,4,2,5,5,1,5,6,926,0,5,1,1,1,7,4,6,2,1,993,5,2,1,3,8,7,2,3,4,5,936,7,1,0,1,7,8,0,0,10,2,972
122,5,17,11.641660446209078,7.970898001747756,971,0,8,0,2,3,9,3,4,3,0,1121,4,0,0,2,3,5,1,4,1,2,993,2,6,0,2,12,3,0,0,3,4,981,0,13,0,0,8,5,1,0,2,1,952,2,3,0,3,11,2,0,0,7,0,860,8,1,7,4,2,5,5,2,5,5,927,0,5,1,1,1,7,4,6,3,1,992,5,3,1,3,8,7,2,4,5,5,936,6,1,0,1,6,9,0,0,10,2,972
123,5,18,11.70945376179772,7.9809445897798525,973,0,7,0,2,3,9,3,4,3,0,1122,4,0,0,1,3,5,1,4,1,2,992,2,5,0,2,12,3,0,0,3,4,982,0,13,1,0,8,5,1,0,2,1,953,1,3,0,2,11,1,0,0,7,0,863,8,1,7,4,1,5,5,2,5,5,926,0,5,1,1,0,8,4,6,2,1,992,5,3,1,3,8,6,2,4,5,5,936,6,1,0,2,6,9,0,0,10,3,972
124,5,19,11.75773792314031,7.991873791670941,973,0,7,0,2,3,9,3,4,3,0,1122,4,0,0,1,3,5,1,4,1,2,993,3,5,0,2,12,3,0,0,3,3,980,0,13,0,0,9,4,1,0,2,1,954,1,4,0,2,11,1,0,0,8,0,859,8,1,7,5,1,5,5,2,5,6,926,0,4,1,1,0,8,4,5,4,1,992,5,3,1,3,8,6,2,5,5,5,936,6,1,0,2,6,9,0,0,10,3,972
125,5,20,11.774842957157544,8.018160965240083,973,0,6,0,2,3,9,3,4,3,0,1122,4,0,0,1,3,4,1,4,1,1,995,4,5,0,2,12,3,0,0,4,3,981,0,13,0,0,9,4,1,0,2,1,954,1,4,0,2,11,1,0,0,7,0,860,8,1,7,5,1,5,4,2,5,6,926,0,3,1,1,0,8,4,5,4,1,993,5,3,1,3,8,5,2,4,5,5,937,6,1,0,2,6,9,0,0,10,3,972
126,6,0,-2.99739401509195,-2.298968377718991,3,0,1,1,0,1,8,0,4,1,232,428,322,349,234,183,167,459,248,335,18,4,16,42,6,25,7,8,15,0,1,0,0,0,0,3,0,0,0,1,81,48,52,93,50,135,101,42,149,26,21,1,6,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,517,516,533,460,634,454,502,439,455,527,24,0,52,25,11,15,2,6,20,27,83,138,50,33,46,76,171,72,83,92
127,6,1,2.485132306132612,6.779138747852486,958,0,9,3,2,7,15,3,5,9,0,1114,6,1,1,3,3,14,11,8,1,3,935,17,5,3,4,26,8,3,1,3,15,930,0,21,2,5,22,8,0,1,8,2,902,8,12,6,7,19,5,0,0,19,2,809,17,0,15,8,8,3,11,2,12,12,901,1,11,1,2,2,14,8,2,5,2,923,7,12,5,9,26,18,9,19,2,3,879,6,0,0,8,10,47,5,0,47,9,935
128,6,2,2.614503389260394,6.92787496708602,962,0,5,1,2,7,17,2,4,9,0,1117,7,1,2,1,3,13,6,8,1,3,962,9,5,2,4,27,6,1,2,3,13,957,0,20,0,4,19,7,0,1,6,2,917,2,9,2,8,16,3,1,1,13,1,833,19,1,10,7,8,3,8,0,12,7,902,1,9,1,2,2,10,6,2,4,1,941,6,6,2,5,18,9,4,10,3,2,899,5,0,0,2,12,37,6,0,35,7,949
129,6,3,2.7286733858465837,7.046514919126552,965,0,4,0,2,6,16,2,4,8,0,1118,7,1,1,1,3,10,4,7,0,4,971,8,5,1,4,26,5,0,1,3,13,966,0,13,0,3,13,8,0,1,6,0,925,1,9,3,7,12,2,1,0,13,1,853,19,1,10,5,8,3,7,0,11,5,902,0,8,1,2,1,7,6,2,3,0,952,6,3,2,3,15,7,4,4,5,4,911,6,0,1,2,9,31,5,0,27,6,959
130,6,4,2.834326942512498,7.159117909546089,965,0,5,1,3,5,10,3,4,6,0,1120,6,1,1,1,3,8,4,5,0,3,983,8,6,1,4,24,5,0,0,3,11,970,0,10,0,2,9,9,0,1,6,0,932,1,8,3,6,13,3,1,0,11,0,860,15,0,10,4,6,3,5,0,9,4,913,0,7,1,2,1,7,5,1,2,0,962,5,3,4,2,8,7,5,4,4,4,919,4,0,1,1,7,25,4,1,22,5,964
131,6,5,2.9274748983295034,7.259902578964107,966,0,4,1,3,5,11,3,4,6,0,1121,5,1,0,1,3,7,4,4,0,4,991,6,6,1,2,23,4,0,0,3,9,973,0,9,0,3,8,6,0,0,4,0,941,0,7,3,4,16,3,2,1,12,0,863,15,0,10,4,5,1,4,1,7,4,915,0,6,1,2,1,6,3,1,1,0,964,5,3,4,2,7,6,5,3,4,4,925,5,0,1,1,7,19,5,1,21,4,964
132,6,6,3.0097109728600566,7.356121621308105,966,0,4,0,3,5,10,3,4,4,0,1123,5,1,0,1,3,7,2,5,0,4,992,6,6,1,2,22,4,0,0,2,8,974,0,8,0,4,7,5,0,0,3,0,945,0,6,3,3,16,3,2,1,13,0,864,16,0,10,6,5,1,4,1,6,4,916,0,5,1,2,1,7,4,1,2,0,966,5,3,4,1,7,5,5,3,4,4,929,3,0,1,1,6,16,4,1,19,5,966
133,6,7,3.131719708594157,7.3799719588904145,966,0,4,0,3,4,8,3,4,4,0,1124,4,1,0,1,3,7,2,5,0,4,992,5,4,1,0,21,4,0,0,2,8,973,0,8,1,3,7,5,0,0,4,0,947,0,8,2,3,17,3,2,1,16,0,868,13,0,9,5,5,1,4,1,7,4,920,0,6,1,2,0,7,4,2,1,0,973,5,3,4,1,7,5,4,2,4,5,928,3,0,1,1,5,15,3,1,14,6,966
134,6,8,3.2592739730075966,7.446804023231611,966,0,4,0,3,4,7,3,4,4,0,1125,3,1,0,1,3,8,2,5,0,4,993,5,3,1,1,19,3,0,0,2,8,971,0,7,1,4,7,5,0,0,4,0,948,0,7,1,3,17,3,2,1,18,0,870,13,0,9,5,5,1,3,1,8,3,921,0,7,1,1,0,7,3,2,1,0,976,5,4,4,0,8,6,4,2,4,5,928,3,1,1,1,5,14,3,1,12,6,965
135,6,9,3.3023294875261358,7.510691096418607,967,0,4,0,3,4,6,3,3,4,0,1124,4,1,0,1,4,8,2,4,0,4,993,4,3,1,1,18,2,0,0,2,8,972,0,8,1,4,7,4,0,0,4,0,950,0,7,1,3,16,3,2,1,17,0,869,12,0,9,5,5,1,3,1,7,3,922,0,7,1,1,0,7,3,2,1,0,978,5,4,3,1,7,7,4,2,4,5,929,3,1,1,1,5,13,3,1,11,7,968
136,6,10,3.238417157522802,7.775265155020836,966,0,3,0,3,4,6,2,3,4,0,1124,4,0,0,1,4,6,2,3,0,4,995,4,3,1,1,17,2,0,0,1,6,974,0,8,1,4,7,4,0,0,4,0,951,0,6,1,3,16,4,2,2,16,0,869,12,0,8,5,5,2,3,1,7,3,924,0,7,1,1,0,7,4,2,1,0,983,5,4,3,1,7,6,4,2,3,5,930,3,1,1,1,5,12,3,1,10,7,969
137,6,11,3.2832796280399417,7.827362437300988,967,0,3,0,2,4,6,2,2,4,0,1123,4,0,0,1,5,7,3,3,0,4,995,4,3,1,1,17,2,0,0,2,6,975,0,8,1,3,7,4,0,0,4,0,952,0,6,0,3,14,4,2,2,15,0,869,13,0,7,5,4,2,3,1,7,3,923,0,7,1,1,0,7,3,1,1,0,984,5,4,3,2,7,7,3,2,3,5,930,2,1,0,1,5,14,3,0,10,8,972
138,6,12,3.627543009328488,7.559146416712779,967,0,3,0,2,3,6,2,2,4,0,1122,4,0,0,1,5,6,3,3,0,4,995,4,3,1,1,17,2,0,0,2,6,973,0,7,1,2,7,3,0,0,4,0,954,0,6,0,3,13,4,2,2,17,0,871,14,0,7,6,4,2,3,1,7,3,922,0,6,1,1,0,7,3,1,1,0,985,5,4,3,3,7,7,2,4,3,6,932,2,1,0,1,5,13,1,0,10,7,973
139,6,13,3.7238047431403887,7.591722794600035,967,0,2,0,2,3,6,2,2,4,0,1122,4,0,0,1,4,6,3,3,0,4,994,5,3,1,1,17,2,0,0,2,6,972,0,7,1,2,7,3,0,0,4,0,954,0,7,0,3,13,4,2,3,17,0,870,13,0,7,6,4,2,4,1,7,4,922,0,5,1,1,0,7,2,2,1,1,985,4,4,3,3,7,7,1,3,3,6,934,1,1,0,1,6,13,2,0,10,7,974
140,6,14,3.7286980965101963,7.727226868965785,967,0,2,0,2,3,6,2,2,4,0,1122,5,0,0,1,4,6,2,3,0,4,993,5,3,1,1,16,2,0,0,2,6,975,0,6,1,2,7,2,0,0,3,0,954,0,7,0,3,12,4,2,3,15,0,870,15,0,6,6,3,2,4,0,7,4,920,0,5,1,1,0,8,2,2,2,1,987,4,4,3,3,7,8,1,3,3,5,936,2,2,0,1,5,13,2,0,10,7,975
141,6,15,3.4770039862271527,8.010662146321776,969,0,2,0,2,3,5,2,2,4,0,1122,5,0,0,1,4,6,2,3,0,4,993,6,3,1,1,15,2,0,0,2,6,975,0,7,0,2,7,2,0,0,3,0,957,0,7,0,3,12,4,2,3,15,0,869,17,0,6,6,2,2,4,0,6,4,920,1,5,1,1,0,8,2,2,2,1,987,4,4,3,3,7,8,1,3,3,4,936,2,1,0,1,4,11,2,0,11,7,975
142,6,16,3.5676794080848686,8.027830614175192,969,0,2,0,2,3,5,2,2,4,0,1122,5,0,0,1,4,5,2,3,0,4,993,6,3,1,1,15,3,0,0,2,6,975,0,7,0,2,7,2,0,0,3,0,957,0,7,0,3,9,4,2,3,16,0,868,18,0,7,6,2,2,4,0,6,4,919,1,5,1,1,0,8,2,2,2,1,988,4,5,3,3,7,8,1,4,3,4,934,1,1,0,1,3,11,2,0,11,7,978
