vector,line,age,x,y,cf00,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cf17,cf18,cf19,cf20,cf21,cf22,cf23,cf24,cf25,cf26,cf27,cf28,cf29,cf30,cf31,cf32,cf33,cf34,cf35,cf36,cf37,cf38,cf39,cf40,cf41,cf42,cf43,cf44,cf45,cf46,cf47,cf48,cf49,cf50,cf51,cf52,cf53,cf54,cf55,cf56,cf57,cf58,cf59,cf60,cf61,cf62,cf63,cf64,cf65,cf66,cf67,cf68,cf69,cf70,cf71,cf72,cf73,cf74,cf75,cf76,cf77,cf78,cf79,cf80,cf81,cf82,cf83,cf84,cf85,cf86,cf87,cf88,cf89,cf90,cf91,cf92,cf93,cf94,cf95,cf96,cf97,cf98,cf99
203,9,14,19.398363442839162,13.178355523495544,969,0,4,0,2,4,8,3,5,3,0,1123,5,0,1,1,3,7,1,4,1,2,998,6,5,0,3,10,4,0,0,1,5,985,0,8,0,1,6,5,1,0,1,1,955,1,6,1,3,14,2,0,1,7,1,864,14,4,8,5,3,2,4,0,4,6,921,0,2,1,1,1,4,4,0,0,0,988,5,4,1,6,9,4,2,7,3,4,934,3,2,0,1,3,12,1,0,10,6,970
204,9,15,19.20450788455402,13.560340836408365,969,0,4,0,2,4,8,3,5,4,0,1123,5,0,1,1,3,8,1,4,1,2,999,5,4,0,3,10,4,1,0,1,6,986,0,9,0,1,5,5,1,0,1,1,955,1,6,1,2,14,2,0,0,7,1,863,14,4,7,4,3,2,3,0,5,5,921,0,3,1,1,1,4,4,0,0,0,987,5,5,1,6,9,4,2,8,3,4,936,3,2,0,1,3,12,1,0,10,6,968
205,9,16,19.47074303580844,13.259107304354199,970,0,4,0,2,4,8,3,5,4,0,1124,5,0,1,1,3,8,1,4,1,2,998,5,4,0,3,9,5,1,0,1,7,985,0,8,0,1,4,5,1,0,1,1,957,1,6,0,2,13,2,0,0,8,1,862,14,4,7,4,2,2,4,0,4,6,921,0,3,0,1,1,4,4,0,1,0,990,5,5,1,5,8,4,2,8,3,5,936,3,2,0,1,3,11,1,0,8,6,970
206,9,17,19.493821255096094,13.31310282224971,970,0,4,0,2,4,8,3,5,4,0,1125,5,0,1,1,3,8,1,4,1,2,998,5,4,0,3,9,4,1,0,1,8,984,0,8,0,1,4,4,1,0,2,2,958,1,6,0,1,13,2,0,0,8,1,863,14,4,7,4,2,1,4,0,3,5,921,0,3,0,1,1,4,4,0,1,0,990,5,5,1,5,7,4,2,8,3,5,938,3,2,0,0,3,11,1,0,8,6,971
207,9,18,19.411963535473454,13.568484350481262,970,0,4,0,2,4,7,2,5,4,0,1125,6,0,1,1,3,8,1,4,1,2,999,5,4,0,3,9,4,1,0,1,8,984,0,9,0,1,4,4,1,0,0,2,959,1,6,0,1,15,3,0,0,8,1,862,13,4,7,4,2,1,4,0,3,5,923,0,2,0,0,1,4,4,1,1,0,991,5,5,1,5,7,4,1,8,3,5,939,2,2,0,0,3,10,1,0,8,6,970
208,9,19,19.538430101110993,13.40819824445848,968,0,4,0,2,4,6,2,5,4,0,1125,5,0,1,1,3,8,1,4,2,2,1000,5,4,0,3,9,4,1,0,1,8,985,0,9,0,0,4,4,1,0,0,2,958,2,7,0,1,15,3,0,0,8,1,861,13,4,7,4,2,1,4,0,3,5,923,0,2,0,1,1,4,4,1,1,0,991,5,5,1,5,7,4,1,8,3,5,940,2,2,0,0,2,11,1,0,9,5,970
209,9,20,19.570862030405145,13.421161983521545,969,0,4,0,1,4,6,2,5,4,0,1125,5,0,1,1,3,8,1,4,2,2,999,5,5,0,3,8,4,1,0,1,8,984,0,9,0,1,5,4,1,0,1,2,958,2,8,0,2,15,3,0,0,9,1,861,11,4,7,4,2,1,4,0,3,5,924,0,2,0,0,1,4,4,1,1,0,991,5,5,1,5,7,4,1,8,3,5,937,3,2,0,0,2,11,1,0,9,6,969
210,10,0,-3.0119269413847,-1.6370318959061756,20,0,21,14,0,29,11,14,11,13,116,123,102,92,71,188,57,95,137,173,7,3,16,31,17,9,8,0,16,13,149,28,102,164,102,31,60,129,38,25,0,0,5,3,0,1,4,10,1,2,12,0,50,2,17,8,13,13,13,28,222,171,178,238,120,200,227,199,231,212,368,527,494,410,446,270,473,342,341,394,86,283,57,55,173,150,99,178,184,140,0,0,7,1,36,6,6,48,2,9
211,10,1,14.185819415997281,5.147340097604892,965,0,12,1,3,6,10,1,7,9,0,1111,7,1,3,3,4,12,8,7,0,2,939,15,7,4,4,23,7,3,1,2,15,925,1,25,2,3,19,6,1,1,8,4,903,6,11,6,9,22,2,1,1,24,3,810,18,2,26,8,6,4,9,2,10,9,904,1,10,1,2,2,13,10,1,3,3,942,7,12,3,12,23,18,7,19,2,2,872,11,0,0,5,10,44,7,0,36,9,930
212,10,2,14.443476922495602,5.19468316730943,965,0,9,2,2,4,8,1,6,6,0,1116,6,0,0,2,4,11,4,7,1,3,958,10,7,1,4,23,6,1,1,2,12,953,1,17,1,5,15,8,1,1,4,3,915,3,9,5,7,19,1,3,1,16,2,836,18,0,13,7,6,1,9,0,9,9,910,0,9,1,2,2,10,9,2,2,1,953,6,8,3,7,19,9,7,10,3,2,903,7,0,0,4,8,37,8,0,28,5,945
213,10,3,14.706610361630679,5.230203200745879,969,0,8,2,2,4,9,1,5,5,0,1119,6,0,0,1,3,11,2,7,1,2,971,8,7,1,5,19,5,1,1,3,9,961,0,12,0,6,12,9,1,0,6,3,932,2,7,4,8,15,1,3,1,14,1,850,17,0,11,6,3,1,6,0,7,7,913,0,7,1,2,2,8,9,1,2,1,963,4,6,1,5,14,8,5,6,3,1,915,5,1,0,3,5,27,7,0,23,5,954
214,10,4,14.942526137792328,5.2651213175499585,970,0,7,3,2,4,7,1,5,4,0,1120,6,1,0,1,3,8,1,6,1,2,977,7,7,2,5,17,5,2,1,4,8,968,0,6,0,4,11,9,1,0,6,0,940,2,6,4,6,13,1,2,1,12,1,859,13,0,12,5,2,1,4,0,5,3,919,0,7,1,2,2,8,10,2,2,1,968,4,6,1,4,13,5,5,7,4,3,919,6,1,0,2,4,20,6,0,23,4,957
215,10,5,15.14714673062347,5.291682142042948,970,0,6,3,2,4,8,1,5,4,1,1121,5,1,0,0,3,8,1,6,1,3,984,10,7,2,4,16,4,1,0,3,6,966,0,8,0,3,9,9,1,0,4,0,944,2,4,3,4,12,1,2,1,11,1,859,12,0,10,5,2,1,4,0,4,4,922,0,6,1,2,2,8,9,1,2,1,973,5,5,1,3,12,5,4,5,4,3,926,4,1,0,2,5,19,6,0,21,4,962
216,10,6,15.31581909376774,5.3144290604661375,968,0,6,2,3,3,8,0,5,3,1,1121,4,0,0,0,3,8,1,6,1,3,986,8,7,1,3,16,3,0,0,3,5,970,0,10,0,4,8,8,1,0,4,0,945,2,4,5,4,11,2,2,1,12,0,859,14,0,10,5,3,1,4,0,3,4,921,0,4,1,2,2,8,9,1,2,1,973,5,4,1,3,11,3,4,5,4,3,930,4,1,0,3,6,19,6,0,19,4,967
217,10,7,15.455879058318569,5.328715199030252,967,0,6,2,3,3,9,0,5,3,1,1122,2,0,0,0,3,7,1,5,1,3,987,7,9,0,4,15,3,0,0,3,5,970,0,10,0,2,7,8,1,0,6,0,944,1,4,4,4,10,2,2,1,12,0,863,12,0,10,5,3,1,5,0,3,3,922,1,4,1,2,1,8,9,1,2,1,975,6,4,1,3,11,3,4,5,3,2,931,3,2,0,1,7,18,5,0,22,3,970
218,10,8,15.56781614808014,5.335088055116463,967,0,6,1,3,3,9,1,4,3,1,1123,1,0,0,0,3,6,2,5,1,3,989,8,9,0,4,14,3,0,0,3,5,971,0,9,0,2,6,7,1,0,4,0,943,1,3,4,3,11,2,2,1,12,0,865,12,0,10,6,3,1,4,0,3,3,922,1,5,1,2,1,10,8,1,2,1,978,6,4,1,2,11,3,4,4,4,1,933,2,2,0,1,7,19,5,0,21,2,970
219,10,9,15.72925472431991,5.258125373550068,967,0,6,1,3,3,9,1,4,3,1,1123,1,0,0,0,3,6,2,5,1,3,991,7,8,0,4,14,3,0,0,3,5,973,0,9,0,2,6,4,1,0,4,1,944,2,3,4,3,12,2,2,1,12,0,864,12,0,10,5,3,1,3,0,3,3,922,1,4,1,2,1,10,7,1,2,1,980,6,4,1,2,10,3,4,4,4,1,933,3,2,0,1,6,19,5,0,19,3,972
220,10,10,15.79232534443725,5.527961688204628,967,0,6,1,1,3,9,1,4,3,1,1123,1,0,0,0,3,5,2,5,1,3,992,7,8,0,4,14,4,0,0,3,6,973,0,9,0,2,6,6,1,0,3,1,949,0,3,4,3,12,2,2,1,12,0,867,12,0,10,4,3,1,2,0,2,3,922,1,4,1,2,1,10,7,1,2,1,980,5,4,1,2,10,3,4,3,4,2,933,3,2,0,1,6,17,5,0,19,3,971
221,10,11,15.86649318348534,5.582719544329438,966,0,6,1,1,3,9,1,4,3,1,1123,1,0,0,0,3,5,2,5,1,3,991,6,9,0,4,14,4,0,0,3,6,975,0,7,1,2,6,6,1,0,3,0,951,0,3,4,3,11,2,2,1,10,0,869,12,0,10,4,4,1,2,0,2,3,921,1,5,1,1,1,11,9,1,2,1,981,5,3,1,2,10,3,3,4,4,2,931,3,3,0,1,6,15,4,0,18,4,973
222,10,12,15.947925707776172,5.607075378467934,966,0,6,1,1,3,9,1,6,3,1,1123,1,0,0,0,3,6,2,4,1,3,992,6,9,0,2,13,4,0,0,3,6,977,0,7,1,1,6,7,1,0,3,1,951,0,3,4,3,11,2,2,0,10,0,871,12,0,10,4,4,1,2,0,2,2,924,1,5,1,1,1,11,6,1,1,1,984,5,3,1,2,10,3,3,4,3,1,929,4,3,0,1,6,15,4,0,17,4,972
223,10,13,16.044502759905466,5.179445334821062,965,0,6,1,1,3,9,2,6,3,1,1123,1,0,0,0,3,6,2,4,1,3,992,6,10,0,2,12,3,0,0,3,6,978,0,7,1,1,7,7,1,0,3,1,950,0,3,4,3,9,3,2,0,10,0,871,12,0,12,4,4,1,2,0,1,2,924,1,5,1,1,1,11,6,1,1,1,985,5,3,1,2,10,3,3,5,3,1,927,4,3,0,1,5,16,3,0,16,4,974
224,10,14,16.12309888800309,5.188980733243094,964,0,6,0,1,3,9,2,6,3,1,1121,2,0,0,0,3,6,2,4,1,3,991,6,10,0,2,11,3,0,0,4,6,979,0,7,1,1,8,7,1,0,3,1,951,0,3,4,3,10,4,2,0,10,0,871,13,0,12,4,4,1,2,0,1,2,924,1,5,1,1,1,11,6,1,1,1,986,5,3,1,3,10,3,2,5,2,1,926,4,3,0,1,5,16,3,0,16,4,973
225,10,15,16.188180411396814,5.567805598505125,964,0,6,0,0,3,9,2,6,3,1,1121,2,0,0,0,3,6,2,4,1,3,992,5,10,0,2,11,1,0,0,4,6,981,0,7,1,1,8,7,1,0,3,1,953,1,3,4,3,10,4,2,0,9,0,870,12,0,10,4,4,1,2,0,1,2,925,1,5,1,1,1,10,6,1,1,1,986,5,3,1,3,10,3,2,5,2,1,930,4,3,0,1,5,15,3,0,16,4,973
226,10,16,16.26670564997263,5.325615585790138,964,0,6,0,0,3,9,2,6,3,1,1121,2,0,0,0,3,6,2,4,1,3,992,5,10,0,2,11,1,0,0,4,6,981,0,7,2,1,9,6,1,0,4,1,955,0,3,5,2,10,4,2,0,9,0,870,11,0,11,4,4,1,1,0,1,2,925,1,4,1,1,1,9,6,1,1,1,985,5,3,1,3,10,3,2,6,2,1,929,5,3,0,2,5,13,3,0,16,5,973
227,10,17,16.317883267028577,5.360484528058894,964,0,6,0,0,3,9,2,6,3,1,1121,2,0,0,0,3,5,2,4,1,3,993,4,10,0,1,11,1,0,0,4,6,983,0,7,1,1,9,5,1,0,4,1,954,0,4,6,2,11,4,2,0,8,0,870,10,0,10,4,3,1,1,0,1,2,927,1,4,1,2,1,9,6,1,1,1,985,5,3,1,3,9,3,2,6,2,1,930,5,3,0,2,5,14,3,0,16,5,973
228,10,18,16.353504389065336,5.429427742110779,965,0,6,0,0,3,10,2,6,3,1,1122,1,0,0,0,3,5,2,3,1,3,988,4,10,0,1,10,1,0,0,4,8,983,0,7,1,1,9,7,1,0,5,1,954,0,4,6,2,11,4,1,1,8,0,870,11,0,11,4,2,1,1,0,1,2,926,1,4,1,1,1,10,6,1,1,0,986,5,3,1,3,10,3,2,5,2,1,928,6,4,0,2,5,14,4,0,16,6,971
229,10,19,16.38432640647304,5.440936692873855,967,0,6,0,0,3,10,1,6,2,1,1124,1,0,0,0,3,5,1,3,1,2,990,4,10,0,1,11,1,0,0,3,8,983,0,7,1,1,10,7,1,0,5,1,955,0,4,6,2,11,2,1,1,8,0,871,10,0,11,5,2,1,1,0,1,2,927,1,4,1,1,1,9,6,1,1,0,985,5,3,1,3,9,3,1,5,2,1,927,6,4,0,2,5,14,3,0,17,7,971
230,10,20,16.41161885532241,5.449399596124052,966,0,6,0,0,3,10,2,6,2,1,1123,2,0,0,0,3,5,1,3,0,2,989,4,10,0,1,10,1,0,0,3,8,984,0,7,1,1,11,7,1,0,5,1,954,0,4,6,2,11,3,1,1,7,0,871,10,0,11,5,3,1,1,0,1,2,927,1,4,1,1,1,9,6,1,1,0,986,5,3,1,4,9,3,1,4,2,1,927,5,4,0,2,5,15,4,0,16,6,972
231,11,0,-2.6289429618745364,-2.894207444412704,36,1,41,11,29,3,36,32,4,15,440,534,206,250,156,227,166,135,182,244,25,28,17,42,34,75,44,32,182,30,92,156,66,278,104,184,180,150,153,129,3,0,1,1,0,0,1,2,2,0,273,364,493,294,375,241,329,527,265,401,5,11,47,14,20,16,29,21,85,35,58,7,74,23,172,36,53,46,28,121,5,14,14,27,43,25,41,46,43,22,43,20,73,70,49,85,79,37,30,12
232,11,1,-3.7147541731407654,-13.592383937988926,966,0,10,4,1,11,10,2,6,8,0,1113,6,1,2,1,4,11,8,8,0,1,920,15,4,2,2,26,8,4,1,4,15,925,0,19,2,4,18,9,0,1,12,3,912,5,11,9,10,21,4,0,1,27,1,820,19,2,20,9,5,4,13,3,11,12,903,0,8,1,1,2,15,9,3,2,5,937,7,12,3,10,29,16,8,13,2,2,879,8,0,0,11,7,40,7,0,35,10,929
233,11,2,-3.6768372839416625,-13.892868585477782,965,0,8,3,1,7,8,2,6,7,0,1118,6,3,0,1,3,10,7,7,0,1,949,9,5,0,1,25,7,3,1,3,14,949,0,17,1,3,15,10,0,1,10,3,926,2,10,3,11,22,4,0,1,17,1,842,16,2,9,8,7,4,9,2,11,11,912,0,7,1,1,2,12,5,2,1,4,953,6,10,2,6,20,11,7,8,3,3,900,8,0,0,3,8,29,3,0,27,6,933
234,11,3,-3.6395318643080405,-14.170427786935823,966,0,8,0,1,6,5,1,6,7,0,1119,4,2,0,1,4,10,4,6,0,2,968,7,4,0,1,22,5,1,1,2,11,959,0,13,1,2,12,12,0,0,6,3,936,0,9,5,9,22,3,0,2,16,0,851,17,3,7,7,7,5,8,1,11,9,916,0,6,1,1,2,10,5,2,1,3,960,5,6,2,5,13,9,5,7,2,3,917,6,0,0,2,8,23,4,0,22,3,941
235,11,4,-3.611390182392536,-14.38457755706913,966,0,8,0,1,3,4,1,4,6,0,1119,3,1,0,1,4,9,3,5,1,2,979,7,4,0,0,17,5,1,1,2,11,967,0,8,1,1,9,11,0,0,6,2,941,0,8,6,7,22,3,0,2,14,0,862,17,3,8,9,6,5,4,0,11,9,917,0,6,0,0,2,10,5,1,0,2,967,4,6,2,5,7,7,5,6,5,5,925,2,1,0,2,7,19,3,0,19,3,947
236,11,5,-3.5851213563307005,-14.56882146168383,967,0,8,0,1,3,3,1,4,6,0,1120,3,0,0,1,4,8,3,4,1,2,986,7,4,0,1,15,4,1,0,2,8,973,0,9,1,1,8,10,0,0,5,1,946,0,6,6,6,19,3,0,2,11,0,862,16,3,9,7,5,4,4,0,9,7,919,0,6,0,0,2,10,4,2,0,3,971,5,6,3,5,5,8,4,7,5,5,924,4,1,0,1,6,16,3,0,18,5,952
237,11,6,-3.5653273480789887,-14.70820699847491,966,0,8,0,1,2,2,1,4,5,0,1123,2,0,0,0,4,7,2,4,1,2,989,7,4,0,1,15,4,1,0,1,7,971,0,8,1,1,8,9,0,0,4,1,950,0,6,4,4,18,4,0,2,12,0,865,17,3,9,7,5,4,4,0,8,7,918,0,5,1,0,1,10,4,2,0,3,979,5,6,3,4,5,9,2,7,6,5,928,4,1,0,1,6,15,3,0,13,5,954
238,11,7,-3.5366507129581652,-14.89920594257007,968,0,8,0,1,2,3,1,4,5,0,1123,2,0,0,0,4,7,2,4,1,3,988,7,5,0,1,15,5,1,0,1,7,975,0,7,1,1,8,8,0,0,4,0,951,0,4,4,3,17,3,0,2,9,0,867,18,3,8,7,3,3,4,0,7,6,920,0,5,1,0,1,10,5,2,0,2,982,4,6,3,4,6,8,1,7,5,4,927,6,2,0,1,6,15,3,0,11,8,954
239,11,8,-3.5004348705729007,-14.976610426502564,969,0,7,0,1,2,3,1,4,6,0,1124,2,0,0,0,4,7,1,3,1,3,990,7,5,0,1,15,4,1,0,1,7,975,0,8,1,1,8,8,0,0,3,0,952,0,4,3,3,18,3,0,2,13,0,868,18,3,7,5,2,2,4,0,7,5,920,0,6,1,0,1,10,5,2,0,3,983,4,6,3,4,6,5,1,7,4,4,929,6,2,0,1,5,14,2,0,11,8,955
240,11,9,-3.3746951110978642,-15.046089850293619,969,0,7,0,1,2,3,1,4,6,0,1124,1,0,0,0,4,5,1,3,1,3,993,8,5,0,1,16,3,1,0,1,6,977,0,8,1,2,6,8,0,0,3,1,955,0,4,3,3,17,3,0,1,12,0,868,17,3,7,5,2,2,4,0,7,5,922,0,6,1,0,1,10,2,2,0,2,983,4,6,3,4,6,6,1,7,4,4,933,5,2,0,1,4,11,2,0,11,7,957
241,11,10,-3.6723145358892397,-15.187228373469779,969,0,8,0,2,3,3,1,4,6,0,1124,1,0,1,0,5,5,1,3,1,3,994,8,5,0,1,15,2,1,0,1,6,980,0,8,1,2,6,9,0,0,3,1,954,0,4,3,4,16,2,0,0,10,0,867,17,3,7,4,2,2,4,0,6,5,922,0,5,1,0,1,10,2,2,0,2,984,3,5,3,4,5,5,1,7,3,4,935,5,3,0,1,4,11,2,0,11,7,959
242,11,11,-3.2898916046095734,-15.226959044215642,969,0,8,0,2,3,3,0,4,6,0,1124,1,0,1,0,5,5,1,3,1,3,993,8,4,0,2,15,3,1,0,1,6,979,0,8,1,2,5,7,0,0,3,0,956,0,4,3,4,15,2,0,0,11,0,869,18,3,8,4,2,2,4,0,7,4,920,0,5,1,0,1,10,2,2,0,2,988,3,5,3,4,6,5,1,6,3,2,934,5,3,0,1,5,9,2,0,10,7,962
243,11,12,-3.2736242682237653,-15.307778858661337,968,0,8,0,2,3,3,1,4,6,0,1124,2,0,1,0,5,5,1,3,1,3,994,7,4,0,2,15,4,1,0,1,5,979,0,8,1,2,5,6,0,0,2,0,956,0,4,2,4,14,2,0,0,12,0,870,18,3,8,4,2,2,5,0,7,4,921,0,5,1,0,1,8,2,2,0,2,988,3,5,3,4,7,5,1,5,2,2,933,5,4,0,1,5,9,2,0,10,7,964
244,11,13,-3.7124874629654463,-15.437580227744478,969,0,8,0,2,3,3,0,4,5,0,1124,2,0,1,0,5,5,1,3,1,3,996,7,4,0,2,15,5,1,0,1,5,979,0,8,1,2,5,5,0,0,2,0,955,0,4,2,4,14,1,0,0,12,0,870,19,3,7,4,2,2,4,0,7,4,920,0,5,1,0,1,8,1,2,0,2,989,3,5,3,4,6,6,1,5,2,2,934,5,4,0,1,5,10,2,0,10,6,966
245,11,14,-3.723227612986333,-15.492361295001734,969,0,10,0,2,4,3,1,4,5,0,1124,2,0,1,0,5,5,1,3,1,3,993,7,4,0,2,15,5,1,0,1,6,980,0,8,1,2,5,4,0,0,2,0,955,0,4,2,3,13,1,0,0,12,0,869,18,2,7,4,2,2,4,0,7,3,921,0,5,1,0,1,8,1,2,1,2,988,3,5,3,4,6,6,1,5,2,3,935,5,4,0,1,4,10,2,0,10,6,968
246,11,15,-3.2988689637155253,-15.514857595891707,969,0,10,0,2,4,3,1,4,5,0,1124,3,0,1,0,5,5,1,3,1,3,992,7,4,0,2,15,5,1,0,1,6,981,0,8,1,2,5,4,0,0,2,1,955,0,5,2,3,12,1,0,0,11,0,869,17,2,8,4,2,2,4,0,7,3,922,0,4,1,0,1,8,1,2,1,1,988,3,5,3,4,6,6,1,5,2,4,935,5,4,0,1,3,10,2,0,9,6,969
247,11,16,-3.3362740238325217,-15.568798863820186,969,0,9,0,2,4,3,1,4,5,0,1124,3,0,1,0,5,6,1,3,1,3,993,7,4,0,2,15,5,1,0,1,6,983,0,8,1,2,5,4,0,0,2,1,957,0,5,2,3,12,1,0,0,11,0,869,17,2,8,4,2,2,4,0,6,3,922,0,4,1,0,1,8,1,2,1,1,987,3,5,3,4,6,5,1,5,2,4,935,5,4,0,1,2,9,2,0,9,6,969
248,11,17,-3.401976282964998,-15.616796257849773,970,0,10,0,1,4,3,1,4,5,0,1124,4,0,1,0,5,6,1,3,1,3,992,7,4,0,3,15,5,1,0,1,5,984,0,8,1,2,5,4,0,0,2,1,958,0,5,2,2,12,1,0,0,10,0,870,16,2,7,4,2,2,4,0,6,2,922,0,4,1,0,1,8,1,2,1,1,988,3,5,3,4,6,5,1,5,2,4,937,5,3,0,1,2,9,2,0,8,6,969
249,11,18,-3.3519474301689556,-15.645220862282732,970,0,10,0,1,4,3,1,4,5,0,1124,5,0,1,0,5,7,1,3,1,3,991,7,4,0,3,15,5,1,0,1,5,983,0,8,1,2,6,4,0,0,2,1,956,0,5,2,2,12,0,0,0,11,0,870,16,2,7,4,2,2,4,0,6,2,923,0,4,1,0,1,8,1,2,1,0,987,3,4,4,4,6,5,1,5,2,4,937,5,3,0,1,2,11,2,0,8,5,970
250,11,19,-3.338620031134865,-15.67247106154218,971,0,10,0,1,4,3,1,4,5,0,1123,5,0,1,0,5,7,1,3,1,3,992,8,4,0,3,14,6,1,0,1,5,982,0,8,1,2,6,4,0,1,1,1,955,0,5,2,2,12,0,0,0,11,0,869,16,2,7,4,1,2,4,0,6,2,923,0,4,1,0,1,8,1,3,1,0,989,3,4,4,4,6,5,1,5,2,4,936,5,3,0,1,2,11,3,0,7,5,970
251,11,20,-3.312216788310884,-15.738175659485819,971,0,10,0,1,4,3,1,4,5,0,1124,5,0,1,0,5,7,1,3,1,3,993,8,4,0,4,13,6,1,0,1,5,982,0,8,0,2,5,3,0,1,1,1,954,0,5,2,2,12,0,0,0,11,0,869,16,2,8,5,1,2,4,0,6,2,924,0,4,1,0,1,8,1,3,1,0,990,3,4,4,3,5,5,1,5,1,4,936,5,3,0,1,2,12,3,0,7,5,970
252,12,0,-2.7409801985458793,-1.8964200600257541,83,234,290,334,328,324,343,355,254,465,7,1,4,8,55,17,8,2,3,1,423,114,190,144,103,131,106,95,212,115,10,1,7,23,6,17,12,5,47,8,1,0,2,1,0,2,1,0,3,0,2,7,13,18,10,9,1,44,7,5,9,0,5,17,2,5,4,7,14,15,20,24,10,12,8,0,21,18,6,3,258,633,382,295,218,211,290,400,332,253,167,121,129,158,252,176,172,102,96,144
253,12,1,8.682863433739964,-0.7617859057038723,967,0,7,5,3,13,14,0,5,9,0,1111,9,1,2,5,4,16,7,7,1,2,945,20,4,4,4,24,8,4,1,3,14,915,0,20,1,4,18,9,0,1,7,2,907,11,9,6,8,20,3,0,0,26,1,802,17,2,20,6,5,3,9,2,11,10,903,1,10,1,1,2,13,14,5,3,2,934,8,14,2,13,20,16,7,16,4,2,880,10,0,0,8,9,42,8,0,39,10,929
254,12,2,8.940381930446,-0.6691380286147349,964,0,6,2,2,7,10,1,5,8,0,1115,5,0,1,1,3,11,5,7,0,2,970,12,4,1,2,21,6,0,0,3,11,945,0,21,1,5,15,8,0,0,6,2,926,3,8,5,7,22,6,0,0,16,0,834,17,1,12,5,5,3,7,2,10,10,912,0,8,1,2,2,7,11,4,2,1,951,7,8,3,10,16,13,5,8,4,5,904,10,0,0,4,7,30,5,0,28,5,940
255,12,3,9.13481035804145,-0.5887582021139415,965,0,6,0,1,6,10,1,4,9,0,1112,4,1,1,1,3,11,6,6,1,4,978,10,5,2,2,21,6,0,0,3,9,957,0,20,1,4,14,8,0,0,6,0,939,2,8,4,5,15,6,0,1,16,0,842,16,1,14,5,3,3,6,0,7,8,912,0,7,0,2,2,7,10,3,2,1,958,6,5,3,11,13,10,5,5,5,5,907,6,0,0,2,6,21,4,0,23,5,955
256,12,4,9.284184429415575,-0.5028662989164292,966,0,7,0,2,5,9,1,5,8,0,1115,5,2,1,1,3,9,4,7,1,4,982,6,5,1,1,21,6,0,0,2,9,964,0,14,0,3,10,8,0,0,6,0,946,1,8,3,5,14,5,0,1,16,0,854,15,1,12,5,3,3,5,1,5,7,914,0,7,0,2,2,7,10,2,1,1,963,5,5,3,9,9,7,5,5,7,5,915,5,0,0,1,4,16,3,0,22,5,957
257,12,5,9.484344551604696,-0.4291493593961343,967,0,7,0,2,4,9,1,5,7,0,1115,6,2,1,1,3,8,4,7,1,4,986,5,5,0,1,22,5,0,0,2,8,968,0,13,0,2,8,10,0,0,5,0,951,2,7,3,6,15,5,0,1,15,0,855,16,1,13,6,3,3,4,1,3,8,914,0,6,0,2,2,8,10,1,2,1,967,4,5,2,9,7,6,5,4,7,6,919,5,0,0,0,3,14,3,0,18,4,954
258,12,6,9.573543120533277,-0.3662198477363627,967,0,7,0,2,4,8,1,5,5,0,1116,5,1,1,0,3,8,3,6,1,4,988,4,6,0,1,21,5,1,0,3,8,972,0,10,0,2,7,11,0,0,4,0,952,1,7,4,6,15,5,0,1,13,0,861,15,1,14,6,3,3,4,1,3,8,915,1,6,0,2,2,8,10,1,2,1,969,5,4,2,7,7,6,4,3,8,6,921,8,0,0,0,3,13,3,0,15,2,953
259,12,7,9.656889516946682,-0.31125168163522454,969,0,8,0,2,4,6,2,6,5,0,1119,4,0,0,0,3,6,2,7,1,3,990,4,4,0,1,20,4,1,0,1,6,974,0,11,0,2,8,12,0,0,4,0,957,2,7,4,7,13,3,0,1,13,0,858,15,2,13,4,3,3,4,1,4,8,918,1,4,0,2,2,8,10,1,2,1,975,5,5,2,7,7,6,4,4,7,6,923,7,0,0,0,2,10,3,0,10,2,955
260,12,8,9.817318908084674,-0.3499386891830628,970,0,8,0,2,4,6,2,6,5,0,1120,2,0,0,0,3,4,1,6,1,3,993,4,5,0,1,17,5,1,0,1,5,976,0,11,0,4,7,11,0,0,4,0,957,2,6,4,5,13,3,0,1,13,0,859,15,3,12,3,3,3,4,1,4,6,919,1,4,0,1,1,8,9,1,2,1,978,5,5,2,7,7,5,3,5,7,6,927,7,0,0,0,2,10,3,0,9,2,958
261,12,9,9.93465632384718,-0.3538520607540476,970,0,7,0,2,4,6,2,7,5,0,1120,2,0,0,0,3,4,1,6,1,3,993,4,2,0,1,16,5,1,0,1,5,976,0,11,0,4,7,10,0,0,4,0,959,2,6,3,5,11,3,0,1,13,0,858,15,3,12,3,3,4,4,1,6,6,920,1,4,1,1,1,8,9,1,2,1,979,5,5,2,6,8,5,4,5,6,4,926,8,0,0,0,2,8,4,0,12,2,959
262,12,10,9.926045862103633,-0.15315919093200342,969,0,6,0,2,4,5,2,6,4,0,1120,2,0,0,0,3,4,1,6,1,3,994,4,2,0,1,15,5,1,0,1,5,977,0,11,0,6,7,10,0,0,4,0,959,2,6,3,4,9,4,0,1,13,0,858,13,3,13,3,3,5,4,1,5,6,922,1,4,1,1,1,8,8,2,2,2,979,5,5,2,5,8,5,3,5,6,4,927,8,0,0,0,2,9,4,0,11,2,962
