x,y,line,cp,algo,changes,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
49.04263,-13.60156,14,intermediate,beginner,Ri,Y,B,G,Y,W,W,W,Y,B,G,O,R,W,G,R,W,W,R,O,O,W,B,R,O,Y,G,W,Y,G,B,W,O,R,B,G,O,O,O,B,R,Y,G,G,B,G,R,Y,R,Y,B,B,O,R,Y
48.54375,-12.504631,14,intermediate,beginner,F2,Y,B,G,Y,W,W,B,O,O,R,W,W,R,G,W,R,O,G,O,O,W,B,R,O,B,G,O,Y,G,B,W,O,R,Y,G,W,B,Y,W,R,Y,G,G,B,G,R,Y,R,Y,B,B,O,R,Y
48.049416,-11.44932,14,intermediate,beginner,Di,Y,B,G,Y,W,W,B,O,O,R,W,W,R,G,W,O,O,W,O,O,R,B,R,Y,B,G,R,R,G,B,O,O,R,G,G,W,W,G,G,Y,Y,B,B,R,G,Y,W,Y,Y,B,B,O,R,Y
47.738052,-10.750169,14,intermediate,beginner,Ui,G,W,O,B,W,O,Y,Y,B,B,R,W,R,G,W,O,O,W,W,O,R,W,R,Y,R,G,R,R,G,Y,O,O,R,G,G,O,W,G,G,Y,Y,B,B,R,G,Y,W,Y,Y,B,B,O,B,B
47.36401,-10.010716,14,intermediate,beginner,F2,G,W,O,B,W,O,G,G,W,W,O,O,W,G,R,W,R,B,W,O,R,W,R,Y,G,G,O,R,G,Y,O,O,R,R,G,R,B,Y,Y,Y,Y,B,B,R,G,Y,W,Y,Y,B,B,O,B,B
46.595154,-8.990165,14,intermediate,beginner,Di,G,W,O,B,W,O,G,G,W,W,O,O,W,G,R,O,Y,R,W,O,Y,W,R,W,G,G,Y,W,G,Y,R,O,R,B,G,R,Y,B,G,Y,Y,R,B,Y,B,R,O,R,Y,B,B,O,B,B
45.994324,-8.867756,14,intermediate,beginner,Fi,G,W,O,B,W,O,G,G,Y,O,R,R,O,G,Y,W,W,O,W,O,Y,W,R,W,G,B,Y,W,G,Y,R,O,R,G,G,W,R,G,B,Y,Y,R,B,Y,B,R,O,R,Y,B,B,O,B,B
44.7734,-9.60649,14,intermediate,beginner,R,G,W,R,B,W,Y,G,G,O,O,R,B,O,G,R,W,W,B,G,W,W,B,R,O,Y,W,Y,W,G,Y,R,O,R,G,G,W,R,G,R,Y,Y,B,B,Y,B,R,O,O,Y,B,O,O,B,Y
44.726894,-9.481056,14,intermediate,beginner,U,G,B,G,G,W,W,O,Y,R,Y,B,G,O,G,R,W,W,B,O,W,W,B,R,O,Y,W,Y,W,G,O,R,O,R,G,G,B,R,G,R,Y,Y,B,B,Y,B,R,O,O,Y,B,O,W,R,Y
45.54336,-8.680719,14,intermediate,beginner,Ri,G,B,O,G,W,O,O,Y,Y,Y,B,G,O,G,W,W,W,R,W,O,Y,W,R,W,O,B,Y,W,G,O,R,O,R,G,G,B,R,G,G,Y,Y,R,B,Y,B,R,O,R,Y,B,B,W,R,B
45.813637,-6.990012,14,intermediate,beginner,F2,G,B,O,G,W,O,G,G,R,R,W,W,W,G,O,G,B,Y,W,O,Y,W,R,W,G,G,B,W,G,O,R,O,R,O,B,Y,Y,Y,O,Y,Y,R,B,Y,B,R,O,R,Y,B,B,W,R,B
45.4994,-5.7418923,14,intermediate,beginner,Di,G,B,O,G,W,O,G,G,R,R,W,W,W,G,O,B,W,Y,W,O,R,W,R,O,G,G,R,G,G,O,B,O,R,Y,B,Y,O,R,B,Y,Y,Y,Y,Y,B,O,R,W,Y,B,B,W,R,B
45.92968,-4.9544053,14,intermediate,beginner,Ri,G,B,W,G,W,B,G,G,B,R,W,O,W,G,O,B,W,R,R,O,R,O,R,G,W,W,G,G,G,O,B,O,R,Y,B,Y,O,R,W,Y,Y,O,Y,Y,Y,O,R,B,Y,B,Y,W,R,B
45.835857,-4.61472,14,intermediate,beginner,U,G,G,G,G,W,B,B,B,W,W,O,R,W,G,O,B,W,R,W,O,R,R,R,G,B,W,G,G,G,R,B,O,W,Y,B,O,O,R,W,Y,Y,O,Y,Y,Y,O,R,B,Y,B,Y,Y,R,O
44.415043,-4.8144884,14,intermediate,beginner,R,G,G,R,G,W,O,B,B,R,W,O,W,W,G,O,B,W,Y,B,R,W,W,R,O,G,G,R,G,G,R,B,O,W,Y,B,O,O,R,B,Y,Y,Y,Y,Y,O,O,R,G,Y,B,B,Y,R,W
43.27389,-3.37752,14,intermediate,beginner,F2,G,G,R,G,W,O,B,R,O,Y,W,B,O,G,W,W,O,W,B,R,W,W,R,O,Y,B,O,G,G,R,B,O,W,G,G,R,R,B,B,Y,Y,Y,Y,Y,O,O,R,G,Y,B,B,Y,R,W
42.890068,-2.866692,14,intermediate,beginner,L,O,G,R,Y,W,O,Y,R,O,G,W,B,G,G,W,B,O,W,B,R,W,W,R,O,Y,B,O,G,B,G,G,O,G,R,W,R,Y,B,B,O,Y,Y,W,Y,O,R,R,G,Y,B,B,Y,R,W
42.461853,-2.9699652,14,intermediate,beginner,Ui,R,O,O,G,W,R,O,Y,Y,G,G,R,G,G,W,B,O,W,B,R,W,W,R,O,G,B,O,G,B,W,G,O,R,R,W,Y,Y,B,B,O,Y,Y,W,Y,O,R,R,G,Y,B,B,B,W,Y
42.656704,-3.9491563,14,intermediate,beginner,Li,G,O,O,G,W,R,B,Y,Y,Y,G,R,O,G,W,W,O,W,B,R,W,W,R,O,G,B,O,W,R,Y,B,O,W,G,G,R,R,B,B,Y,Y,Y,B,Y,O,R,R,G,G,B,B,O,W,Y
42.578552,-5.0390296,14,intermediate,beginner,F2,G,O,O,G,W,R,B,B,R,W,O,W,W,G,O,R,G,Y,B,R,W,W,R,O,G,G,R,W,R,Y,B,O,W,G,B,O,Y,Y,B,Y,Y,Y,B,Y,O,R,R,G,G,B,B,O,W,Y
42.010406,-5.4740467,14,intermediate,beginner,Di,G,O,O,G,W,R,B,B,R,W,O,W,W,G,O,R,O,W,B,R,R,W,R,R,G,G,G,R,R,Y,G,O,W,Y,B,O,B,Y,O,Y,Y,Y,Y,Y,B,G,B,W,G,B,B,O,W,Y
40.40547,-5.9578705,14,intermediate,beginner,L2,B,O,O,Y,W,R,Y,B,R,G,O,W,G,G,O,O,O,W,B,R,R,W,R,R,G,G,G,O,B,Y,W,O,G,Y,R,R,G,Y,O,G,Y,Y,B,Y,B,W,B,W,W,B,B,R,W,Y
40.181835,-6.0222216,14,intermediate,beginner,Ui,O,R,R,O,W,B,B,Y,Y,Y,G,R,G,G,O,O,O,W,W,R,R,O,R,R,G,G,G,O,B,Y,W,O,W,Y,R,R,G,Y,O,G,Y,Y,B,Y,B,W,B,W,W,B,B,B,W,G
5.893945,-31.396753,14,intermediate,beginner,F2,O,R,R,O,W,B,O,Y,G,W,O,O,O,G,G,R,G,Y,W,R,R,O,R,R,Y,R,R,O,B,Y,W,O,W,G,G,G,Y,Y,B,G,Y,Y,B,Y,B,W,B,W,W,B,B,B,W,G
5.8074684,-31.57569,14,intermediate,beginner,U,O,O,O,Y,W,R,G,B,R,Y,O,W,O,G,G,R,G,Y,B,R,R,W,R,R,G,R,R,O,B,W,W,O,O,G,G,O,Y,Y,B,G,Y,Y,B,Y,B,W,B,W,W,B,B,G,W,Y
4.5502367,-33.844357,14,checkpoint,beginner,L2,Y,O,O,G,W,R,B,B,R,W,O,W,W,G,G,G,G,Y,B,R,R,W,R,R,G,R,R,O,G,G,O,O,W,W,B,O,O,Y,B,Y,Y,Y,G,Y,B,Y,B,W,O,B,B,R,W,Y
5.5282936,-34.36165,14,intermediate,beginner,U2,R,B,B,R,W,G,O,O,Y,Y,W,R,W,G,G,G,G,Y,O,R,R,W,R,R,G,R,R,O,G,G,O,O,W,W,B,B,O,Y,B,Y,Y,Y,G,Y,B,Y,B,W,O,B,B,W,O,W
5.973179,-34.740974,14,intermediate,beginner,R2,R,B,B,R,W,Y,O,O,B,Y,W,W,W,G,B,G,G,W,R,R,G,R,R,W,R,R,O,O,G,G,O,O,W,W,B,B,O,Y,B,Y,Y,G,G,Y,Y,Y,B,R,O,B,G,W,O,Y
5.9564123,-35.875904,14,intermediate,beginner,U,O,R,R,O,W,B,B,Y,B,R,R,R,W,G,B,G,G,W,W,R,G,O,R,W,Y,R,O,O,G,Y,O,O,W,W,B,W,O,Y,B,Y,Y,G,G,Y,Y,Y,B,R,O,B,G,B,W,G
5.815322,-35.72723,14,intermediate,beginner,R2,O,R,B,O,W,G,B,Y,Y,R,R,R,W,G,G,G,G,G,O,R,Y,W,R,O,G,R,W,O,G,Y,O,O,W,W,B,W,O,Y,R,Y,Y,B,G,Y,B,Y,B,R,O,B,B,B,W,W
4.121626,-35.58889,14,intermediate,beginner,U,B,O,O,Y,W,R,Y,G,B,G,W,O,W,G,G,G,G,G,B,R,Y,W,R,O,W,R,W,O,G,R,O,O,R,W,B,R,O,Y,R,Y,Y,B,G,Y,B,Y,B,R,O,B,B,W,W,Y
4.640755,-36.597095,14,intermediate,beginner,R2,B,O,R,Y,W,B,Y,G,B,G,W,R,W,G,B,G,G,Y,W,R,W,O,R,W,Y,R,B,O,G,R,O,O,R,W,B,R,O,Y,O,Y,Y,R,G,Y,B,Y,B,O,O,B,G,W,W,G
4.621693,-36.689693,14,intermediate,beginner,U2,B,G,Y,B,W,Y,R,O,B,G,W,W,W,G,B,G,G,Y,R,R,W,R,R,W,R,R,B,O,G,Y,O,O,O,W,B,W,O,Y,O,Y,Y,R,G,Y,B,Y,B,O,O,B,G,R,W,G
3.6861954,-34.866425,14,intermediate,beginner,R2,B,G,O,B,W,R,R,O,B,G,W,O,W,G,G,G,G,G,B,R,R,W,R,R,W,R,R,O,G,Y,O,O,O,W,B,W,O,Y,Y,Y,Y,Y,G,Y,B,Y,B,W,O,B,B,R,W,Y
-0.038339075,-34.564266,14,intermediate,beginner,B,B,R,R,B,W,R,R,O,B,G,W,O,W,G,G,G,G,G,B,Y,G,W,R,R,W,R,R,B,G,O,O,O,O,W,B,W,O,Y,Y,Y,Y,Y,Y,G,O,R,O,Y,W,B,B,Y,B,W
0.7232456,-34.377098,14,intermediate,beginner,U2,B,O,R,R,W,B,R,R,B,W,B,Y,W,G,G,G,G,G,W,Y,G,O,R,R,O,R,R,B,G,W,O,O,W,W,B,B,O,Y,Y,Y,Y,Y,Y,G,O,R,O,Y,W,B,B,O,W,G
2.192423,-34.305454,14,intermediate,beginner,Bi,B,G,W,R,W,B,R,R,B,W,B,Y,W,G,G,G,G,G,B,O,R,O,R,R,O,R,R,O,G,Y,O,O,W,W,B,B,O,Y,Y,Y,Y,Y,G,Y,W,Y,B,G,O,B,W,R,W,O
2.523883,-33.331604,14,intermediate,beginner,U,R,R,B,R,W,G,B,B,W,O,O,B,W,G,G,G,G,G,R,O,R,W,R,R,O,R,R,O,G,W,O,O,B,W,B,Y,O,Y,Y,Y,Y,Y,G,Y,W,Y,B,G,O,B,W,B,W,Y
0.2664552,-33.59981,14,intermediate,beginner,B,R,O,R,R,W,G,B,B,W,O,O,B,W,G,G,G,G,G,W,Y,G,W,R,R,O,R,R,R,R,B,O,O,B,W,B,Y,O,Y,Y,Y,Y,Y,W,G,O,B,O,Y,W,B,B,Y,W,G
-0.3414385,-34.173878,14,intermediate,beginner,U,B,R,R,B,W,O,W,G,R,O,W,W,W,G,G,G,G,G,Y,Y,G,W,R,R,G,R,R,R,R,O,O,O,O,W,B,B,O,Y,Y,Y,Y,Y,W,G,O,B,O,Y,W,B,B,Y,B,B
3.5174649,-34.01001,14,intermediate,beginner,Bi,R,R,O,B,W,O,W,G,R,O,W,W,W,G,G,G,G,G,B,R,R,W,R,R,G,R,R,O,G,W,O,O,O,W,B,B,O,Y,Y,Y,Y,Y,G,Y,Y,Y,B,B,O,B,B,B,W,Y
2.532797,-33.45221,14,intermediate,beginner,Ui,O,O,R,R,W,G,R,B,W,W,O,B,W,G,G,G,G,G,W,R,R,W,R,R,O,R,R,O,G,Y,O,O,W,W,B,B,O,Y,Y,Y,Y,Y,G,Y,Y,Y,B,B,O,B,B,B,W,G
-12.73151,-29.188038,14,intermediate,beginner,L,Y,O,R,O,W,G,B,B,W,O,O,B,R,G,G,R,G,G,W,R,R,W,R,R,O,R,R,W,O,O,B,O,G,B,W,Y,W,Y,Y,W,Y,Y,G,Y,Y,O,B,B,Y,B,B,G,W,G
-13.292695,-31.408644,14,intermediate,beginner,U,B,O,Y,B,W,O,W,G,R,O,W,W,R,G,G,R,G,G,G,R,R,W,R,R,G,R,R,W,O,O,B,O,O,B,W,B,W,Y,Y,W,Y,Y,G,Y,Y,O,B,B,Y,B,B,Y,G,O
-12.42326,-10.394463,14,intermediate,beginner,Li,O,O,Y,R,W,O,R,G,R,W,W,W,W,G,G,G,G,G,G,R,R,W,R,R,G,R,R,O,O,B,O,O,W,W,B,B,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,O
-10.835398,-6.2730093,14,intermediate,beginner,U2,R,G,R,O,W,R,Y,O,O,O,G,W,W,G,G,G,G,G,B,R,R,W,R,R,B,R,R,O,O,G,O,O,W,W,B,G,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,W
14.914198,43.18627,14,intermediate,beginner,F,R,G,R,O,W,R,W,B,G,G,W,O,G,G,G,G,G,W,B,R,R,W,R,R,Y,O,O,O,O,G,O,O,W,Y,Y,O,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,W,W
7.3939543,37.178123,14,intermediate,beginner,U2,G,B,W,R,W,O,R,G,R,W,W,W,G,G,G,G,G,W,O,R,R,W,R,R,G,O,O,O,O,Y,O,O,W,Y,Y,B,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,G
-10.558264,-16.995754,14,intermediate,beginner,Fi,G,B,W,R,W,O,G,O,O,W,G,W,W,G,G,W,G,G,O,R,R,W,R,R,B,R,R,O,O,Y,O,O,W,R,G,R,B,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,G
-10.6858015,-15.483616,14,intermediate,beginner,Ui,W,O,O,B,W,O,G,R,G,Y,W,R,W,G,G,W,G,G,W,R,R,G,R,R,W,R,R,O,O,G,O,O,W,R,G,O,B,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,B
5.8673396,37.77327,14,intermediate,beginner,F,W,O,O,B,W,O,R,G,O,W,W,Y,G,G,W,G,G,R,W,R,R,G,R,R,G,R,G,O,O,G,O,O,W,Y,Y,B,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,W,B
11.159348,40.692432,14,intermediate,beginner,U2,O,G,R,O,W,B,O,O,W,B,W,O,G,G,W,G,G,R,B,R,R,W,R,R,G,R,G,O,O,G,O,O,G,Y,Y,W,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,W,W
23.217999,43.59291,14,intermediate,beginner,R,O,G,O,O,W,W,O,O,R,B,W,W,G,G,Y,G,G,Y,G,W,B,R,R,R,G,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,W,B,B,R,B,B,B,Y,W,W
20.978613,46.81741,14,intermediate,beginner,Ui,O,W,R,G,W,O,O,O,O,G,G,W,G,G,Y,G,G,Y,W,W,B,W,R,R,B,R,R,O,O,W,O,O,W,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,R,B,B,B,G,R,G
8.147194,44.716106,14,intermediate,beginner,Ri,O,W,R,G,W,B,O,O,G,G,G,R,G,G,O,G,G,O,B,R,R,W,R,R,W,W,B,O,O,W,O,O,W,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,W
-14.461213,-9.536351,14,intermediate,beginner,Fi,O,W,R,G,W,B,W,W,B,R,O,O,G,G,G,G,G,G,B,R,R,W,R,R,W,R,R,O,O,W,O,O,W,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,W
-18.896315,-15.11347,14,intermediate,beginner,U,W,G,O,W,W,W,B,B,R,W,W,B,G,G,G,G,G,G,G,R,R,R,R,R,W,R,R,O,O,R,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,W
11.067233,51.379395,14,intermediate,beginner,F,W,G,O,W,W,W,O,O,O,G,G,W,G,G,W,G,G,B,G,R,R,R,R,R,B,B,R,O,O,R,O,O,O,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,W
23.351372,49.73376,14,intermediate,beginner,R,W,G,W,W,W,W,O,O,B,G,G,W,G,G,Y,G,G,Y,B,R,G,B,R,R,R,R,R,O,O,R,O,O,O,Y,Y,Y,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,G,W,O
26.483877,42.074844,14,intermediate,beginner,U,O,W,W,O,W,G,B,W,W,R,B,B,G,G,Y,G,G,Y,G,R,G,W,R,R,O,R,R,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,B,Y,Y,W,B,B,O,B,B,W,Y,O,R
14.420428,38.582024,14,intermediate,beginner,Ri,O,W,O,O,W,W,B,W,R,R,B,W,G,G,G,G,G,W,G,R,R,R,R,R,G,W,O,O,O,G,O,O,G,Y,Y,W,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,O,W
6.810989,46.365932,14,intermediate,beginner,Ui,O,W,R,W,W,W,O,O,B,G,G,W,G,G,G,G,G,W,W,R,R,B,R,R,R,W,O,O,O,W,O,O,O,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,G
-16.440899,-8.864438,14,checkpoint,beginner,Fi,O,W,R,W,W,W,R,W,O,W,G,W,G,G,G,G,G,G,W,R,R,B,R,R,B,R,R,O,O,W,O,O,O,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,G
-18.736965,-34.594494,14,intermediate,beginner,L,B,W,R,B,W,W,G,W,O,O,G,W,W,G,G,R,G,G,W,R,R,B,R,R,B,R,R,O,O,O,O,O,O,B,O,W,W,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,R,G
-22.243534,-33.120853,14,intermediate,beginner,U,G,B,B,W,W,W,O,W,R,B,B,W,W,G,G,R,G,G,Y,R,R,R,R,R,G,R,R,O,O,O,O,O,G,B,O,W,W,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,W,O,O
-22.184591,-17.418663,14,intermediate,beginner,Li,B,B,B,W,W,W,R,W,R,W,B,W,G,G,G,G,G,G,Y,R,R,R,R,R,G,R,R,O,G,W,O,O,O,O,O,B,Y,Y,Y,Y,Y,Y,W,Y,Y,G,B,B,W,B,B,O,O,O
-23.524944,-15.403188,14,intermediate,beginner,U,R,W,B,W,W,B,R,W,B,G,R,Y,G,G,G,G,G,G,O,R,R,O,R,R,O,R,R,O,G,W,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,W,Y,Y,G,B,B,W,B,B,B,O,W
-21.839169,-35.03544,14,intermediate,beginner,L,G,W,B,W,W,B,B,W,B,R,R,Y,W,G,G,R,G,G,O,R,R,O,R,R,O,R,R,O,O,O,O,O,G,W,B,W,G,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,W,O,W
-19.10471,-35.873756,14,intermediate,beginner,U2,B,W,B,B,W,W,B,W,G,W,O,W,W,G,G,R,G,G,W,R,R,G,R,R,O,R,R,O,O,O,O,O,O,W,B,O,G,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,R,R
-25.53461,-8.8398905,14,intermediate,beginner,Li,W,W,B,W,W,W,R,W,G,G,O,W,G,G,G,G,G,G,W,R,R,G,R,R,O,R,R,O,O,O,O,O,B,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,R
-17.980547,-3.063077,14,intermediate,beginner,U,R,W,W,W,W,W,G,W,B,O,G,W,G,G,G,G,G,G,B,R,R,R,R,R,R,R,R,O,O,G,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,O
-7.722947,2.3237507,14,intermediate,beginner,Bi,O,O,G,W,W,W,G,W,B,O,G,W,G,G,G,G,G,G,R,W,W,R,R,R,R,R,R,Y,Y,Y,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,R,R,B,B,B,O,B,B,B,B,B,W
-7.7714977,-3.2310808,14,intermediate,beginner,U,G,W,O,W,W,O,B,W,G,R,R,R,G,G,G,G,G,G,B,W,W,B,R,R,W,R,R,Y,Y,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,R,R,B,B,B,O,B,B,B,W,O,Y
-2.2616706,47.055275,14,intermediate,beginner,F,G,W,O,W,W,O,O,O,W,G,G,R,G,G,R,G,G,R,B,W,W,B,R,R,B,W,G,Y,Y,O,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,R,R,B,B,B,O,B,B,B,W,O,Y
-2.2325053,42.447765,14,intermediate,beginner,Ui,O,O,W,W,W,O,G,W,O,O,G,Y,G,G,R,G,G,R,R,W,W,G,R,R,G,W,G,Y,Y,Y,O,O,O,Y,Y,W,R,R,W,Y,Y,Y,R,R,B,B,B,O,B,B,B,B,B,B
3.250409,40.667183,14,intermediate,beginner,B,R,W,W,W,W,O,G,W,O,O,G,Y,G,G,R,G,G,R,B,R,R,G,R,R,G,W,G,O,O,W,O,O,O,Y,Y,W,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,O
4.0453186,48.45735,14,intermediate,beginner,U,G,W,R,W,W,W,O,O,W,G,G,B,G,G,R,G,G,R,B,R,R,B,R,R,O,W,G,O,O,O,O,O,G,Y,Y,Y,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
-19.0853,-10.523924,14,intermediate,beginner,Fi,G,W,R,W,W,W,O,W,G,B,R,R,G,G,G,G,G,G,B,R,R,B,R,R,W,R,R,O,O,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
-15.030154,-5.1056376,14,intermediate,beginner,Ui,R,W,G,W,W,W,G,W,O,O,G,W,G,G,G,G,G,G,R,R,R,R,R,R,B,R,R,O,O,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,W
-8.400307,2.3695548,14,intermediate,beginner,Bi,O,O,W,W,W,W,G,W,O,O,G,W,G,G,G,G,G,G,R,W,G,R,R,R,B,R,R,Y,Y,Y,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,R,R,R,B,B,W,B,B,B,B,B,B
-7.407056,-2.6789877,14,intermediate,beginner,U,G,W,O,W,W,O,O,W,W,B,R,R,G,G,G,G,G,G,B,W,G,B,R,R,B,R,R,Y,Y,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,R,R,R,B,B,W,B,B,B,W,O,Y
-2.7728827,46.57679,14,intermediate,beginner,F,G,W,O,W,W,O,O,O,W,G,G,B,G,G,R,G,G,R,B,W,G,B,R,R,O,W,W,Y,Y,O,O,O,G,Y,Y,Y,R,R,B,Y,Y,Y,R,R,R,B,B,W,B,B,B,W,O,Y
-2.8513985,42.736794,14,intermediate,beginner,Ui,O,O,W,W,W,O,G,W,O,O,G,Y,G,G,R,G,G,R,B,W,G,G,R,R,G,W,W,Y,Y,Y,O,O,O,Y,Y,W,R,R,B,Y,Y,Y,R,R,R,B,B,W,B,B,B,B,B,O
2.875964,39.894012,14,intermediate,beginner,B,B,W,G,W,W,O,G,W,O,O,G,Y,G,G,R,G,G,R,R,R,R,G,R,R,G,W,W,O,O,W,O,O,O,Y,Y,W,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,W
3.8623989,47.190426,14,intermediate,beginner,U,G,W,B,W,W,W,O,O,G,G,G,R,G,G,R,G,G,R,O,R,R,B,R,R,W,W,W,O,O,O,O,O,G,Y,Y,Y,R,R,B,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
-20.719566,-8.416961,14,intermediate,beginner,Fi,G,W,B,W,W,W,W,W,W,R,R,R,G,G,G,G,G,G,O,R,R,B,R,R,B,R,R,O,O,O,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,W
-18.396067,-3.5247242,14,intermediate,beginner,Ui,B,W,W,W,W,W,G,W,W,O,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,W,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,B
-34.811913,14.500748,14,intermediate,beginner,Fi,B,W,W,W,W,W,R,R,R,G,G,G,G,G,G,O,G,G,R,R,R,R,R,R,Y,Y,Y,O,O,W,O,O,O,G,W,W,W,O,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,B,B
-46.952316,6.219286,14,intermediate,beginner,Di,B,W,W,W,W,W,R,R,R,G,G,G,G,G,G,Y,R,R,R,R,B,R,R,B,Y,Y,B,O,O,W,G,O,O,G,W,W,O,Y,Y,O,Y,Y,W,Y,Y,G,O,O,B,B,B,O,B,B
-45.42864,3.3887072,14,intermediate,beginner,F,B,W,W,W,W,W,G,W,W,Y,G,G,R,G,G,R,G,G,R,R,B,R,R,B,R,R,R,O,O,W,G,O,O,Y,Y,O,B,Y,Y,O,Y,Y,W,Y,Y,G,O,O,B,B,B,O,B,B
-36.737484,7.877152,14,intermediate,beginner,D,B,W,W,W,W,W,G,W,W,Y,G,G,R,G,G,O,G,Y,R,R,G,R,R,G,R,R,R,O,O,W,O,O,O,G,Y,O,W,O,B,Y,Y,Y,Y,Y,Y,B,B,R,B,B,B,O,B,B
-38.638912,11.050884,14,intermediate,beginner,Fi,B,W,W,W,W,W,R,R,R,G,G,Y,G,G,G,Y,R,O,R,R,G,R,R,G,B,O,W,O,O,W,O,O,O,G,W,W,O,Y,G,Y,Y,Y,Y,Y,Y,B,B,R,B,B,B,O,B,B
-43.90706,7.426215,14,intermediate,beginner,Di,B,W,W,W,W,W,R,R,R,G,G,Y,G,G,G,W,G,G,R,R,B,R,R,B,B,O,R,Y,O,W,R,O,O,O,W,W,G,Y,Y,Y,Y,Y,O,Y,Y,G,O,O,B,B,B,O,B,B
-42.844765,4.653821,14,intermediate,beginner,F,B,W,W,W,W,W,O,W,W,W,G,G,G,G,G,G,G,Y,R,R,B,R,R,B,R,R,R,Y,O,W,R,O,O,Y,Y,G,R,O,B,Y,Y,Y,O,Y,Y,G,O,O,B,B,B,O,B,B
-33.35411,6.8311095,14,intermediate,beginner,D,B,W,W,W,W,W,O,W,W,W,G,G,G,G,G,Y,R,Y,R,R,Y,R,R,G,R,R,G,O,O,W,O,O,O,G,Y,G,O,Y,R,Y,Y,O,Y,Y,B,B,B,R,B,B,B,O,B,B
-40.938198,17.024109,14,intermediate,beginner,Fi,B,W,W,W,W,W,R,R,G,G,G,Y,G,G,R,W,G,Y,R,R,Y,R,R,G,R,Y,O,O,O,W,O,O,O,O,W,W,G,Y,G,Y,Y,O,Y,Y,B,B,B,R,B,B,B,O,B,B
-48.894085,10.475235,14,intermediate,beginner,Di,B,W,W,W,W,W,R,R,G,G,G,Y,G,G,R,O,G,Y,R,R,B,R,R,B,R,Y,R,W,O,W,G,O,O,Y,W,W,G,O,B,Y,Y,Y,G,Y,Y,O,O,O,B,B,B,O,B,B
