x,y,line{"project":false},cp{"project":false},algo,difference,oldage,id,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
4.8956566,-4.6172853,1,state,fridrich,29,61,206,W,O,R,G,W,O,B,B,G,O,O,O,W,G,G,B,G,G,B,R,R,G,R,R,Y,R,R,W,O,R,W,O,W,O,R,Y,W,Y,Y,B,Y,Y,G,Y,Y,O,B,B,Y,B,B,G,W,W
0.6457217,-4.725139599999999,1,state,fridrich,25,62,207,B,G,W,B,W,O,G,O,R,Y,G,B,W,G,G,B,G,G,G,R,R,W,R,R,W,R,R,W,O,O,W,O,O,O,R,O,W,Y,Y,B,Y,Y,G,Y,Y,O,B,B,Y,B,B,Y,W,R
3.0958505,-1.3683708,1,state,fridrich,19,63,208,Y,G,W,W,W,O,B,O,R,W,G,B,B,G,G,G,G,G,G,R,R,W,R,R,W,R,R,O,O,O,O,O,R,W,W,O,O,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,R
5.280677,-1.2494437,1,state,fridrich,20,64,209,Y,G,W,W,W,O,W,W,O,G,B,W,G,G,G,G,G,B,G,R,R,W,R,R,B,O,R,O,O,O,O,O,R,Y,Y,O,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,W,R
7.3603554,0.12868401,1,state,fridrich,20,65,210,O,W,W,O,W,W,W,G,Y,R,W,G,G,G,G,G,G,B,O,R,R,R,R,R,O,O,R,O,O,B,O,O,W,Y,Y,G,R,R,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,G
5.7057294999999995,1.5042245,1,state,fridrich,18,66,211,O,W,W,O,W,W,W,R,R,B,G,G,G,G,G,G,W,R,O,R,R,R,R,R,Y,Y,G,O,O,B,O,O,W,O,O,R,Y,G,W,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,B,G
2.13745,17.230265,1,state,fridrich,25,67,212,B,W,W,B,W,W,W,R,R,O,G,G,O,G,G,W,W,R,O,R,R,R,R,R,Y,Y,G,O,O,O,O,O,O,R,W,B,B,G,W,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,B,G
0.48955858,-1.5456061,1,state,fridrich,21,68,213,B,W,W,B,W,W,R,W,B,W,O,O,W,G,G,R,G,G,O,R,R,R,R,R,W,R,R,O,O,O,O,O,O,W,G,B,G,Y,Y,G,Y,Y,G,Y,Y,Y,B,B,Y,B,B,Y,B,G
-0.4442130999999999,3.502371,1,checkpoint,fridrich,11,69,214,W,W,W,W,W,W,R,W,B,G,O,O,G,G,G,G,G,G,O,R,R,R,R,R,W,R,R,O,O,B,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,B,G
0.6797046,2.7607737,1,state,fridrich,10,70,215,R,W,W,W,W,W,B,W,W,W,R,O,G,G,G,G,G,G,R,R,R,B,R,R,G,R,R,O,O,G,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,G,B
-4.826452,11.9116535,1,state,fridrich,21,71,216,R,W,O,W,W,G,B,W,G,W,R,Y,G,G,Y,G,G,Y,G,B,R,R,R,R,R,R,R,O,O,G,O,O,O,O,O,O,Y,Y,B,Y,Y,B,Y,Y,B,B,B,W,B,B,W,W,G,W
-3.7722955000000002,13.501733999999999,1,state,fridrich,24,72,217,B,W,R,W,W,W,G,G,O,R,R,G,G,G,Y,G,G,Y,W,B,R,G,R,R,W,R,R,O,O,W,O,O,R,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,B,B,B,W,B,B,W,O,O,G
2.447293,6.556919000000001,1,state,fridrich,19,73,218,B,W,W,W,W,W,G,G,G,R,R,R,G,G,W,G,G,O,R,R,R,B,R,R,W,G,W,O,O,W,O,O,R,O,O,Y,Y,Y,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,O,B
1.333408,6.433545,1,state,fridrich,21,74,219,G,W,B,G,W,W,G,W,W,W,B,R,G,G,W,G,G,O,O,R,R,O,R,R,B,G,W,O,O,R,O,O,R,O,O,R,Y,Y,G,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,R,W
-3.0581062,12.319925,1,state,fridrich,24,75,220,G,W,R,G,W,W,G,W,O,W,B,G,G,G,Y,G,G,Y,B,O,O,G,R,R,W,R,R,O,O,R,O,O,R,O,O,R,Y,Y,B,Y,Y,B,Y,Y,W,B,B,B,B,B,W,Y,R,W
-4.1657715,10.878430999999999,1,state,fridrich,21,76,221,O,W,G,W,W,G,R,W,G,W,R,Y,G,G,Y,G,G,Y,R,O,O,R,R,R,R,R,R,O,O,W,O,O,G,O,O,B,Y,Y,B,Y,Y,B,Y,Y,W,B,B,B,B,B,W,G,B,W
-0.9467421999999999,4.7790623,1,checkpoint,fridrich,12,77,222,O,W,B,W,W,W,R,W,W,W,R,G,G,G,G,G,G,G,O,R,R,O,R,R,R,R,R,O,O,W,O,O,G,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,B,W
2.6919310000000003,1.5723334999999998,1,state,fridrich,13,78,223,B,W,W,W,W,W,O,W,R,W,G,B,G,G,G,G,G,G,G,R,R,R,R,R,W,R,R,O,O,W,O,O,B,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,O,R
-4.497662999999999,8.868432,1,state,fridrich,22,79,224,B,W,B,W,W,G,O,W,G,W,G,Y,G,G,Y,G,G,Y,W,R,G,R,R,R,R,R,R,O,O,W,O,O,B,O,O,G,Y,Y,B,Y,Y,B,Y,Y,R,B,B,W,B,B,W,O,O,R
-1.7940733,11.778739999999999,1,state,fridrich,25,80,225,G,W,O,G,W,W,B,W,B,R,O,O,G,G,Y,G,G,Y,G,R,G,B,R,R,W,R,R,O,O,R,O,O,R,O,O,W,Y,Y,B,Y,Y,B,Y,Y,R,B,B,W,B,B,W,Y,G,W
0.26905325,6.7145505000000005,1,state,fridrich,19,81,226,G,W,W,G,W,W,B,W,W,R,O,O,G,G,W,G,G,B,G,R,R,R,R,R,G,B,W,O,O,R,O,O,R,O,O,W,Y,Y,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,Y,G,R
2.471334,7.7394204,1,state,fridrich,19,82,227,W,W,W,W,W,W,G,G,B,R,R,W,G,G,W,G,G,B,O,R,R,O,R,R,R,B,W,O,O,R,O,O,G,O,O,Y,Y,Y,O,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,G
-1.9155351000000003,13.773098999999998,1,state,fridrich,22,83,228,W,W,W,W,W,W,G,G,B,R,R,O,G,G,Y,G,G,Y,R,O,O,B,R,R,W,R,R,O,O,R,O,O,G,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,G,B,B,W,B,B,W,G,R,B
-3.4426527,9.855841,1,state,fridrich,20,84,229,W,W,B,W,W,G,W,W,G,R,G,Y,G,G,Y,G,G,Y,O,O,O,R,R,R,R,R,R,O,O,B,O,O,R,O,O,G,Y,Y,B,Y,Y,B,Y,Y,G,B,B,W,B,B,W,R,B,W
2.115163,3.6593196000000003,1,checkpoint,fridrich,10,85,230,W,W,W,W,W,W,W,W,W,R,G,B,G,G,G,G,G,G,O,R,R,O,R,R,O,R,R,O,O,B,O,O,R,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,B,G
1.6912118999999999,2.6906117999999997,1,state,fridrich,10,86,231,W,W,W,W,W,W,W,W,W,O,O,O,G,G,G,G,G,G,R,R,R,B,R,R,G,R,R,O,O,R,O,O,G,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,R,B
-2.7454292999999996,-1.9588066000000002,1,state,fridrich,20,87,232,O,W,W,G,W,W,G,W,W,Y,O,O,Y,G,G,Y,G,G,R,R,R,B,R,R,G,R,R,R,G,B,O,O,O,O,O,O,B,Y,Y,B,Y,Y,G,Y,Y,W,B,B,W,B,B,W,R,B
-4.7603464,-5.321979,1,state,fridrich,26,88,233,R,R,R,G,W,W,G,W,W,Y,O,O,Y,G,G,Y,G,G,Y,Y,G,B,R,R,G,R,R,O,W,W,O,O,O,O,O,O,B,Y,Y,B,Y,Y,B,G,R,W,W,W,R,B,B,B,B,B
-3.7995417000000002,-5.9270205,1,state,fridrich,27,89,234,Y,R,R,Y,W,W,Y,W,W,B,O,O,B,G,G,B,G,G,Y,Y,G,B,R,R,G,R,R,W,O,O,W,O,O,O,O,O,W,Y,Y,R,Y,Y,B,G,R,R,W,W,G,B,B,G,B,B
-3.0926747000000003,-5.486774,1,state,fridrich,34,90,235,Y,R,R,Y,W,W,Y,Y,W,G,G,B,G,G,B,O,O,B,Y,Y,G,B,R,R,O,O,O,W,O,O,W,O,O,G,R,R,W,W,Y,R,Y,Y,B,G,R,R,W,W,G,B,B,G,B,B
-4.5239709999999995,-4.502694,1,state,fridrich,35,91,236,R,R,R,G,W,W,G,Y,W,Y,G,B,Y,G,B,Y,O,B,Y,Y,G,B,R,R,O,O,O,G,W,W,R,O,O,R,O,O,G,W,Y,G,Y,Y,O,G,R,W,W,W,R,B,B,B,B,B
-3.5319078,-3.4836187000000005,1,state,fridrich,27,92,237,G,W,W,G,W,W,G,Y,W,Y,G,B,Y,G,B,Y,O,B,R,R,R,B,R,R,O,O,O,R,G,O,R,O,O,R,O,O,G,W,Y,G,Y,Y,G,Y,Y,W,B,B,W,B,B,W,R,B
-2.3929883999999997,-4.2602459999999995,1,state,fridrich,24,93,238,Y,W,W,Y,W,W,Y,Y,W,G,G,B,G,G,B,G,O,B,R,R,R,B,R,R,O,O,O,O,O,O,G,O,O,R,R,R,W,W,Y,W,Y,Y,W,Y,Y,G,B,B,G,B,B,G,R,B
-1.4365298,-3.3092809,1,state,fridrich,16,94,239,Y,W,W,Y,W,W,Y,W,W,B,O,G,B,G,G,B,G,G,R,R,R,B,R,R,R,R,R,O,O,O,G,O,O,O,O,O,W,Y,Y,W,Y,Y,W,Y,Y,G,B,B,G,B,B,G,R,B
1.1723496999999998,1.7209892,1,state,fridrich,4,95,240,W,W,W,W,W,W,W,W,W,G,O,G,G,G,G,G,G,G,R,R,R,B,R,R,R,R,R,O,O,O,O,O,G,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,R,B
4.885994,7.258984,1,state,fridrich,16,96,241,W,W,B,W,W,B,W,W,B,G,O,W,G,G,W,G,G,W,R,R,R,R,R,R,R,B,R,O,O,O,O,O,G,O,O,O,Y,Y,G,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,B,R,Y
4.667946,6.113706,1,state,fridrich,22,97,242,B,B,B,W,W,W,W,W,W,O,G,O,G,G,W,G,G,W,W,R,R,O,R,R,G,B,R,O,O,Y,O,O,R,O,O,B,Y,Y,G,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,R,R,R
3.4902241000000003,5.1180900000000005,1,state,fridrich,16,98,243,B,B,O,W,W,W,W,W,W,O,G,G,G,G,G,G,G,G,G,O,W,B,R,R,R,R,R,O,O,Y,O,O,R,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,R,B,B,B,B,B,W,R,R,W
-1.5270597,6.617561,1,state,fridrich,18,99,244,O,W,W,B,W,W,B,W,W,Y,R,B,G,G,G,G,G,G,G,O,W,G,R,R,O,R,R,O,O,W,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,R,B,B,B,B,B,W,G,B,R
-1.7354441999999999,9.72771,1,state,fridrich,26,100,245,O,W,B,B,W,G,B,W,G,Y,R,Y,G,G,Y,G,G,R,O,G,G,R,R,O,R,R,W,O,O,W,O,O,R,O,O,R,Y,Y,B,Y,Y,W,Y,Y,R,B,B,W,B,B,W,G,B,W
-0.21665749999999998,12.408656,1,state,fridrich,29,101,246,B,B,O,W,W,W,G,G,B,R,R,O,G,G,Y,G,G,R,G,G,G,B,R,O,W,R,W,O,O,Y,O,O,R,O,O,Y,Y,Y,B,Y,Y,W,Y,Y,R,B,B,W,B,B,W,R,R,W
0.889682,11.69403,1,state,fridrich,29,102,247,B,B,O,W,W,Y,G,G,R,R,R,B,G,G,W,G,G,R,W,B,G,R,R,G,W,O,G,O,O,Y,O,O,R,O,O,Y,Y,Y,W,Y,Y,W,Y,Y,W,B,B,O,B,B,W,R,R,B
-0.25866777,10.505866000000001,1,state,fridrich,29,103,248,O,Y,R,B,W,G,B,W,G,Y,R,Y,G,G,W,G,G,R,B,B,G,R,R,G,R,O,G,O,O,B,O,O,R,O,O,R,Y,Y,W,Y,Y,W,Y,Y,W,B,B,O,B,B,W,W,R,W
-0.82264626,8.817322,1,state,fridrich,24,104,249,O,Y,O,B,W,W,B,W,W,Y,R,R,G,G,G,G,G,G,G,G,G,B,R,O,B,R,R,O,O,B,O,O,R,O,O,R,Y,Y,Y,Y,Y,W,Y,Y,R,B,B,W,B,B,W,W,R,W
0.52462184,9.4435425,1,state,fridrich,21,105,250,B,B,O,W,W,Y,W,W,O,B,B,G,G,G,G,G,G,G,W,G,G,R,R,O,W,R,R,O,O,Y,O,O,R,O,O,R,Y,Y,Y,Y,Y,W,Y,Y,R,B,B,W,B,B,W,R,R,B
1.2785101,10.71755,1,state,fridrich,26,106,251,B,B,G,W,W,G,W,W,G,B,B,Y,G,G,W,G,G,R,W,R,W,R,R,G,R,O,G,O,O,Y,O,O,R,O,O,R,Y,Y,W,Y,Y,W,Y,Y,B,B,B,O,B,B,Y,R,R,O
2.0013392,11.445974,1,state,fridrich,26,107,252,W,W,B,W,W,B,G,G,G,R,R,W,G,G,W,G,G,R,R,R,W,R,R,G,O,O,G,O,O,B,O,O,B,O,O,Y,Y,Y,W,Y,Y,W,Y,Y,B,B,B,O,B,B,Y,R,R,Y
-1.5151721000000002,13.617604,1,state,fridrich,24,108,253,W,W,W,W,W,W,G,G,B,R,R,O,G,G,Y,G,G,Y,G,O,O,G,R,R,W,R,R,O,O,B,O,O,B,O,O,Y,Y,Y,B,Y,Y,B,Y,Y,G,B,B,W,B,B,W,R,R,R
-3.1105804,10.275076,1,state,fridrich,22,109,254,W,W,B,W,W,G,W,W,G,B,B,Y,G,G,Y,G,G,Y,O,O,O,R,R,R,R,R,R,O,O,R,O,O,R,O,O,R,Y,Y,B,Y,Y,B,Y,Y,G,B,B,W,B,B,W,G,G,W
2.62067,3.704075,1,state,fridrich,12,110,255,W,W,W,W,W,W,W,W,W,B,B,B,G,G,G,G,G,G,O,R,R,O,R,R,O,R,R,O,O,R,O,O,R,O,O,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,G,G,G
0.20949212,1.3493555,1,end,fridrich,0,111,256,W,W,W,W,W,W,W,W,W,G,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,O,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,B
