,x,y,line,cp,algo,player,age,ECO,UTCTime,Opening,BlackElo,Result,Site,Black,WhiteElo,TimeControl,White,UTCDate,Date,Termination,Event,Round,eval,clk,a8,b8,c8,d8,e8,f8,g8,h8,a7,b7,c7,d7,e7,f7,g7,h7,a6,b6,c6,d6,e6,f6,g6,h6,a5,b5,c5,d5,e5,f5,g5,h5,a4,b4,c4,d4,e4,f4,g4,h4,a3,b3,c3,d3,e3,f3,g3,h3,a2,b2,c2,d2,e2,f2,g2,h2,a1,b1,c1,d1,e1,f1,g1,h1
3352,13.430615,-5.663983,708,0,Jannick11-45,Jannick11-45,6,C55,00:09:17,Italian Game: Scotch Gambit,896,0-1,https://lichess.org/cARkbEbi,Jannick11-45,908,180+2,Nazar121,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.48,0:03:02,br,,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,,,,,,,,,,,,,,,bp,wp,,,,,,,,,wn,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3353,13.454508,-5.6512146,708,0,Jannick11-45,Nazar121,7,C55,00:09:17,Italian Game: Scotch Gambit,896,0-1,https://lichess.org/cARkbEbi,Jannick11-45,908,180+2,Nazar121,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.28,0:03:01,br,,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,,,,,,,,,,,,,,wb,bp,wp,,,,,,,,,wn,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,,,wr
3354,13.451663,-5.6623936,708,1,Jannick11-45,Jannick11-45,8,C55,00:09:17,Italian Game: Scotch Gambit,896,0-1,https://lichess.org/cARkbEbi,Jannick11-45,908,180+2,Nazar121,2021.08.01,2021.08.01,Time forfeit,Rated Blitz game,-,0.0,0:03:01,br,,bb,bq,bk,bb,,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,bn,,,,,,,,,,,,,wb,bp,wp,,,,,,,,,wn,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,,,wr
3355,11.095041,17.489038,709,1,TRJTUSA,Jackybabes,0,A40,00:09:20,Englund Gambit,1110,1-0,https://lichess.org/HgxWkYIo,Jackybabes,1042,60+0,TRJTUSA,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3356,-8.986487,-0.65576166,709,1,TRJTUSA,TRJTUSA,1,A40,00:09:20,Englund Gambit,1110,1-0,https://lichess.org/HgxWkYIo,Jackybabes,1042,60+0,TRJTUSA,2021.08.01,2021.08.01,Time forfeit,Rated Bullet game,-,0.24,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3357,11.712492,17.172796,710,1,SneakyNathan,bbperer,0,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3358,25.613476,7.577042,710,0,SneakyNathan,SneakyNathan,1,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,0.0,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3359,5.8192325,-15.721859,710,0,SneakyNathan,bbperer,2,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,1.74,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,bp,bp,bp,bp,bp,,,,,,,,,,,bp,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3360,6.461056,7.247013,710,0,SneakyNathan,SneakyNathan,3,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,1.25,0:00:59,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,bp,bp,bp,bp,bp,,,,,,,,,,,bp,,,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3361,-1.9930117,-11.590996,710,0,SneakyNathan,bbperer,4,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,1.84,0:00:58,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,bp,,bp,bp,bp,,,,,bp,,,,,,bp,,,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3362,14.355755,-5.681703,710,0,SneakyNathan,SneakyNathan,5,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,0.0,0:00:57,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,bp,,bp,bp,bp,,,,,bp,,,,,,bp,,,,,,,,,wp,wp,,,,,,,,,wn,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3363,14.144276,-5.480079,710,0,SneakyNathan,bbperer,6,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,0.87,0:00:53,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,bp,,bp,bp,bp,,,,,bp,,,,,,,,,,,,,,,bp,wp,,,,,,,,,wn,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3364,14.172067,-5.41768,710,0,SneakyNathan,SneakyNathan,7,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,-0.74,0:00:55,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,bp,,bp,bp,bp,,,,,bp,,,,,,,,,,,,,,,wn,wp,,,,,,,,,,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3365,14.176829,-5.4080615,710,1,SneakyNathan,bbperer,8,B43,00:09:20,Sicilian Defense: Kan Variation; Knight Variation,2355,1-0,https://lichess.org/TItZXjmn,bbperer,2476,60+0,SneakyNathan,2021.08.01,2021.08.01,Normal,Rated Bullet game,-,-0.82,0:00:50,br,bn,bb,bq,bk,bb,bn,br,,bp,,bp,,bp,bp,bp,bp,,,,bp,,,,,,,,,,,,,,,wn,wp,,,,,,,,,,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3366,11.828201,18.271395,711,1,mathi_22,kandinsky_wallace,0,B13,00:09:21,Caro-Kann Defense: Panov Attack,1508,1-0,https://lichess.org/ubCGmg2I,kandinsky_wallace,1507,180+0,mathi_22,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3367,25.7282,8.588473,711,0,mathi_22,mathi_22,1,B13,00:09:21,Caro-Kann Defense: Panov Attack,1508,1-0,https://lichess.org/ubCGmg2I,kandinsky_wallace,1507,180+0,mathi_22,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.24,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3368,4.1690407,8.752502,711,0,mathi_22,kandinsky_wallace,2,B13,00:09:21,Caro-Kann Defense: Panov Attack,1508,1-0,https://lichess.org/ubCGmg2I,kandinsky_wallace,1507,180+0,mathi_22,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.32,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,bp,bp,bp,bp,bp,,,bp,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3369,1.8862604,-1.9263636,711,0,mathi_22,mathi_22,3,B13,00:09:21,Caro-Kann Defense: Panov Attack,1508,1-0,https://lichess.org/ubCGmg2I,kandinsky_wallace,1507,180+0,mathi_22,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,bp,bp,bp,bp,bp,,,bp,,,,,,,,,,,,,,,,,wp,wp,,,,,,,,,,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3370,2.366716,9.12351,711,0,mathi_22,kandinsky_wallace,4,B13,00:09:21,Caro-Kann Defense: Panov Attack,1508,1-0,https://lichess.org/ubCGmg2I,kandinsky_wallace,1507,180+0,mathi_22,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.54,0:01:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,,bp,bp,bp,bp,,,bp,,,,,,,,,bp,,,,,,,,wp,wp,,,,,,,,,,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3371,2.3271582,9.146598,711,0,mathi_22,mathi_22,5,B13,00:09:21,Caro-Kann Defense: Panov Attack,1508,1-0,https://lichess.org/ubCGmg2I,kandinsky_wallace,1507,180+0,mathi_22,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.42,0:00:59,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,,bp,bp,bp,bp,,,bp,,,,,,,,,wp,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3372,2.0655985,9.246193,711,1,mathi_22,kandinsky_wallace,6,B13,00:09:21,Caro-Kann Defense: Panov Attack,1508,1-0,https://lichess.org/ubCGmg2I,kandinsky_wallace,1507,180+0,mathi_22,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.15,0:00:59,br,bn,bb,bq,bk,bb,bn,br,bp,bp,,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3373,11.659692,17.772482,712,1,natanp,Chesspirate_Channel,0,D53,00:09:23,Queen's Gambit Declined,2347,1-0,https://lichess.org/lBDPr8rW,Chesspirate_Channel,2462,180+0,natanp,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3374,-8.991695,-0.5322363,712,0,natanp,natanp,1,D53,00:09:23,Queen's Gambit Declined,2347,1-0,https://lichess.org/lBDPr8rW,Chesspirate_Channel,2462,180+0,natanp,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.24,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3375,-1.114111,11.829165,712,0,natanp,Chesspirate_Channel,2,D53,00:09:23,Queen's Gambit Declined,2347,1-0,https://lichess.org/lBDPr8rW,Chesspirate_Channel,2462,180+0,natanp,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.13,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3376,-3.345646,5.0172462,712,1,natanp,natanp,3,D53,00:09:23,Queen's Gambit Declined,2347,1-0,https://lichess.org/lBDPr8rW,Chesspirate_Channel,2462,180+0,natanp,2021.08.01,2021.08.01,Normal,Rated Blitz game,-,0.17,0:02:59,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,wp,wp,,,,,,,,,,,,,wp,wp,,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3377,12.4301405,16.451828,713,1,ValdirRio,Chessvesterson,0,D20,00:09:25,Queen's Gambit Accepted,1994,1-0,https://lichess.org/syj3qt1e,Chessvesterson,2026,600+0,ValdirRio,2021.08.01,2021.08.01,Normal,Rated Rapid game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3378,-8.61091,-0.80099404,713,0,ValdirRio,ValdirRio,1,D20,00:09:25,Queen's Gambit Accepted,1994,1-0,https://lichess.org/syj3qt1e,Chessvesterson,2026,600+0,ValdirRio,2021.08.01,2021.08.01,Normal,Rated Rapid game,-,0.0,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3379,-1.2200669,11.567657,713,0,ValdirRio,Chessvesterson,2,D20,00:09:25,Queen's Gambit Accepted,1994,1-0,https://lichess.org/syj3qt1e,Chessvesterson,2026,600+0,ValdirRio,2021.08.01,2021.08.01,Normal,Rated Rapid game,-,0.23,0:03:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,,wp,wp,wp,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3380,-3.3289466,4.980531,713,1,ValdirRio,ValdirRio,3,D20,00:09:25,Queen's Gambit Accepted,1994,1-0,https://lichess.org/syj3qt1e,Chessvesterson,2026,600+0,ValdirRio,2021.08.01,2021.08.01,Normal,Rated Rapid game,-,0.0,0:02:59,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,,bp,bp,bp,bp,,,,,,,,,,,,bp,,,,,,,wp,wp,,,,,,,,,,,,,wp,wp,,,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3381,12.355313,17.206724,714,1,Twitch_tv_KugelBuch,Twitch_tv_KugelBuch,0,C42,00:09:25,Russian Game: Stafford Gambit,1805,0-1,https://lichess.org/Tic4O7L3,Twitch_tv_KugelBuch,1833,600+0,Mochamad_Agus,2021.08.01,2021.08.01,Time forfeit,Rated Rapid game,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3382,25.961351,8.443858,714,0,Twitch_tv_KugelBuch,Mochamad_Agus,1,C42,00:09:25,Russian Game: Stafford Gambit,1805,0-1,https://lichess.org/Tic4O7L3,Twitch_tv_KugelBuch,1833,600+0,Mochamad_Agus,2021.08.01,2021.08.01,Time forfeit,Rated Rapid game,-,0.0,0:10:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3383,0.8890334,27.683405,714,0,Twitch_tv_KugelBuch,Twitch_tv_KugelBuch,2,C42,00:09:25,Russian Game: Stafford Gambit,1805,0-1,https://lichess.org/Tic4O7L3,Twitch_tv_KugelBuch,1833,600+0,Mochamad_Agus,2021.08.01,2021.08.01,Time forfeit,Rated Rapid game,-,0.23,0:10:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3384,20.038687,0.35711965,714,0,Twitch_tv_KugelBuch,Mochamad_Agus,3,C42,00:09:25,Russian Game: Stafford Gambit,1805,0-1,https://lichess.org/Tic4O7L3,Twitch_tv_KugelBuch,1833,600+0,Mochamad_Agus,2021.08.01,2021.08.01,Time forfeit,Rated Rapid game,-,0.0,0:09:56,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3385,16.942839,-10.208547,714,0,Twitch_tv_KugelBuch,Twitch_tv_KugelBuch,4,C42,00:09:25,Russian Game: Stafford Gambit,1805,0-1,https://lichess.org/Tic4O7L3,Twitch_tv_KugelBuch,1833,600+0,Mochamad_Agus,2021.08.01,2021.08.01,Time forfeit,Rated Rapid game,-,0.41,0:09:57,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,bn,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3386,-5.0839834,14.302722,714,1,Twitch_tv_KugelBuch,Mochamad_Agus,5,C42,00:09:25,Russian Game: Stafford Gambit,1805,0-1,https://lichess.org/Tic4O7L3,Twitch_tv_KugelBuch,1833,600+0,Mochamad_Agus,2021.08.01,2021.08.01,Time forfeit,Rated Rapid game,-,-0.16,0:09:56,br,bn,bb,bq,bk,bb,,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,bn,,,,,,,wn,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3387,11.423073,16.714598,715,1,Mop_Meek01,Mop_Meek01,0,C34,00:09:26,King's Gambit Accepted: King's Knight Gambit,1349,0-1,https://lichess.org/u1ZsNUOl,Mop_Meek01,1382,600+0,Checkmate1move,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3388,25.971132,7.8294363,715,0,Mop_Meek01,Checkmate1move,1,C34,00:09:26,King's Gambit Accepted: King's Knight Gambit,1349,0-1,https://lichess.org/u1ZsNUOl,Mop_Meek01,1382,600+0,Checkmate1move,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.24,0:10:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3389,0.4084093,27.792755,715,0,Mop_Meek01,Mop_Meek01,2,C34,00:09:26,King's Gambit Accepted: King's Knight Gambit,1349,0-1,https://lichess.org/u1ZsNUOl,Mop_Meek01,1382,600+0,Checkmate1move,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.12,0:10:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3390,-10.192853,13.251103,715,0,Mop_Meek01,Checkmate1move,3,C34,00:09:26,King's Gambit Accepted: King's Knight Gambit,1349,0-1,https://lichess.org/u1ZsNUOl,Mop_Meek01,1382,600+0,Checkmate1move,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.17,0:09:59,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,wp,,,,,,,,,,,wp,wp,wp,wp,,,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3391,-10.10376,13.341006,715,1,Mop_Meek01,Mop_Meek01,4,C34,00:09:26,King's Gambit Accepted: King's Knight Gambit,1349,0-1,https://lichess.org/u1ZsNUOl,Mop_Meek01,1382,600+0,Checkmate1move,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.21,0:09:57,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,bp,,,,,,,,,,,wp,wp,wp,wp,,,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3392,12.02521,16.473522,716,1,HSBadBoy,HSBadBoy,0,C58,00:09:26,Italian Game: Two Knights Defense; Polerio Defense,1372,0-1,https://lichess.org/ZzAH8T5H,HSBadBoy,1341,600+0,tariklh,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.0,0:00:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wp,wp,wp,wp,wp,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3393,25.503082,7.187966,716,0,HSBadBoy,tariklh,1,C58,00:09:26,Italian Game: Two Knights Defense; Polerio Defense,1372,0-1,https://lichess.org/ZzAH8T5H,HSBadBoy,1341,600+0,tariklh,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.24,0:10:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,bp,bp,bp,bp,,,,,,,,,,,,,,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3394,0.7565463,28.008219,716,0,HSBadBoy,HSBadBoy,2,C58,00:09:26,Italian Game: Two Knights Defense; Polerio Defense,1372,0-1,https://lichess.org/ZzAH8T5H,HSBadBoy,1341,600+0,tariklh,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.12,0:10:00,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,wn,wr
3395,20.075706,0.90518886,716,0,HSBadBoy,tariklh,3,C58,00:09:26,Italian Game: Two Knights Defense; Polerio Defense,1372,0-1,https://lichess.org/ZzAH8T5H,HSBadBoy,1341,600+0,tariklh,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,-0.52,0:09:57,br,bn,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3396,11.90498,-15.558458,716,0,HSBadBoy,HSBadBoy,4,C58,00:09:26,Italian Game: Two Knights Defense; Polerio Defense,1372,0-1,https://lichess.org/ZzAH8T5H,HSBadBoy,1341,600+0,tariklh,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,-0.43,0:09:58,br,,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,,,,,,,,bp,,,,,,,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,wb,,wr
3397,3.612587,-8.776804,716,0,HSBadBoy,tariklh,5,C58,00:09:26,Italian Game: Two Knights Defense; Polerio Defense,1372,0-1,https://lichess.org/ZzAH8T5H,HSBadBoy,1341,600+0,tariklh,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,-0.6,0:09:55,br,,bb,bq,bk,bb,bn,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,,,,,,,,bp,,,,,,wb,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,,,wr
3398,18.015001,-12.1345415,716,0,HSBadBoy,HSBadBoy,6,C58,00:09:26,Italian Game: Two Knights Defense; Polerio Defense,1372,0-1,https://lichess.org/ZzAH8T5H,HSBadBoy,1341,600+0,tariklh,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,1.6,0:09:54,br,,bb,bq,bk,bb,,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,bn,,,,,,,bp,,,,,,wb,,wp,,,,,,,,,wn,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,,,wr
3399,17.793032,-11.88471,716,0,HSBadBoy,tariklh,7,C58,00:09:26,Italian Game: Two Knights Defense; Polerio Defense,1372,0-1,https://lichess.org/ZzAH8T5H,HSBadBoy,1341,600+0,tariklh,2021.08.01,2021.08.01,Normal,Rated Rapid tournament https://lichess.org/tournament/P1T3MvYX,-,0.96,0:09:54,br,,bb,bq,bk,bb,,br,bp,bp,bp,bp,,bp,bp,bp,,,bn,,,bn,,,,,,,bp,,wn,,,,wb,,wp,,,,,,,,,,,,wp,wp,wp,wp,,wp,wp,wp,wr,wn,wb,wq,wk,,,wr
